timestamp,open,high,low,close,volume
2025-08-06 07:45:00,3376.29,3378.51,3376.29,3376.4,8.0422
2025-08-06 08:00:00,3376.4,3376.73,3371.8,3372.04,18.2184
2025-08-06 08:15:00,3372.04,3372.04,3368.72,3369.2,14.306
2025-08-06 08:30:00,3369.19,3370.6,3368.46,3369.57,22.2064
2025-08-06 08:45:00,3369.57,3369.58,3368.4,3368.76,12.7983
2025-08-06 09:00:00,3368.76,3369.4,3368.43,3368.6,21.364
2025-08-06 09:15:00,3368.79,3369.8,3368.4,3368.6,44.557
2025-08-06 09:30:00,3368.59,3368.59,3366.64,3366.64,16.1203
2025-08-06 09:45:00,3366.64,3366.64,3362.51,3364.18,76.4626
2025-08-06 10:00:00,3364.18,3366.4,3363.19,3366.4,17.7249
2025-08-06 10:15:00,3366.4,3368.19,3366.21,3367.4,7.1138
2025-08-06 10:30:00,3367.41,3367.41,3365.14,3365.14,9.0659
2025-08-06 10:45:00,3365.14,3368.4,3365.14,3367.39,18.6666
2025-08-06 11:00:00,3367.4,3368.4,3366.2,3368.4,11.9022
2025-08-06 11:15:00,3368.39,3371.06,3368.2,3371.06,10.8142
2025-08-06 11:30:00,3371.06,3371.6,3369.62,3369.62,19.4118
2025-08-06 11:45:00,3369.8,3370.0,3368.79,3369.39,12.019
2025-08-06 12:00:00,3369.39,3369.4,3365.32,3365.32,25.3538
2025-08-06 12:15:00,3365.33,3368.19,3364.7,3367.23,11.4604
2025-08-06 12:30:00,3367.6,3368.33,3365.24,3367.41,13.4554
2025-08-06 12:45:00,3367.07,3370.9,3366.65,3370.01,14.513
2025-08-06 13:00:00,3370.01,3372.08,3369.77,3371.02,12.4619
2025-08-06 13:15:00,3371.02,3372.39,3370.87,3372.21,7.7034
2025-08-06 13:30:00,3372.4,3373.0,3366.23,3368.4,45.219
2025-08-06 13:45:00,3368.25,3374.49,3368.24,3373.24,19.3409
2025-08-06 14:00:00,3373.24,3375.01,3371.96,3374.11,18.9552
2025-08-06 14:15:00,3374.11,3377.45,3374.11,3377.45,22.2169
2025-08-06 14:30:00,3377.46,3379.12,3376.74,3379.0,24.6328
2025-08-06 14:45:00,3379.01,3380.75,3378.4,3380.67,13.1698
2025-08-06 15:00:00,3380.69,3381.27,3378.67,3380.09,27.6796
2025-08-06 15:15:00,3380.09,3380.09,3377.4,3377.46,25.1799
2025-08-06 15:30:00,3377.47,3378.19,3373.39,3375.99,50.2881
2025-08-06 15:45:00,3375.99,3378.6,3375.99,3377.4,37.1852
2025-08-06 16:00:00,3377.4,3378.66,3376.34,3377.13,63.9886
2025-08-06 16:15:00,3377.14,3377.2,3374.61,3376.8,33.7907
2025-08-06 16:30:00,3376.82,3379.09,3376.82,3379.02,49.0258
2025-08-06 16:45:00,3379.02,3379.02,3376.91,3377.01,21.8254
2025-08-06 17:00:00,3377.01,3378.0,3375.69,3375.86,38.6315
2025-08-06 17:15:00,3375.87,3375.87,3373.32,3373.32,32.6009
2025-08-06 17:30:00,3373.33,3375.98,3373.33,3375.83,26.4101
2025-08-06 17:45:00,3375.83,3376.65,3375.83,3376.41,20.9092
2025-08-06 18:00:00,3376.41,3376.41,3373.0,3373.0,44.5322
2025-08-06 18:15:00,3373.01,3373.01,3371.84,3371.84,24.6762
2025-08-06 18:30:00,3371.84,3372.6,3370.21,3372.59,47.7091
2025-08-06 18:45:00,3372.6,3373.94,3371.8,3371.8,31.7547
