entry_time,direction,exit_time,pnl,exit_hit
2025-08-24 07:24:00+00:00,long,2025-08-24 07:25:00+00:00,-2.083376651541465,ema21_close
2025-08-24 07:46:00+00:00,long,2025-08-24 08:00:00+00:00,-2.03906600780561,ema21_close
2025-08-24 19:32:00+00:00,short,2025-08-24 19:36:00+00:00,-1.8047060002687796,runner_support
2025-08-25 08:14:00+00:00,short,2025-08-25 08:18:00+00:00,-1.1923143598469101,partial_tp|runner_support
2025-08-25 12:27:00+00:00,long,2025-08-25 12:27:00+00:00,-1.4242233743595543,ema21_close
2025-08-25 12:29:00+00:00,long,2025-08-25 12:30:00+00:00,-2.183823222583478,ema21_close
2025-08-25 20:49:00+00:00,short,2025-08-25 20:49:00+00:00,-2.756478030282456,partial_tp|runner_support
2025-08-26 16:06:00+00:00,long,2025-08-26 16:10:00+00:00,-2.5009411645098774,partial_tp|breakeven
2025-08-26 16:13:00+00:00,long,2025-08-26 16:15:00+00:00,-2.0359452802682227,ema21_close
2025-08-26 16:17:00+00:00,long,2025-08-26 16:17:00+00:00,-2.704768971940958,ema21_close
2025-08-26 20:34:00+00:00,long,2025-08-26 20:34:00+00:00,-5.098792950878015,runner_resistance
2025-08-26 21:06:00+00:00,long,2025-08-26 21:06:00+00:00,-2.831450945659317,runner_resistance
2025-08-26 21:10:00+00:00,long,2025-08-26 21:10:00+00:00,-2.845130455794293,runner_resistance
2025-08-26 21:15:00+00:00,long,2025-08-26 21:15:00+00:00,-2.8298118662236145,runner_resistance
2025-08-26 21:17:00+00:00,long,2025-08-26 21:17:00+00:00,-2.828994774719272,runner_resistance
2025-08-26 21:19:00+00:00,long,2025-08-26 21:19:00+00:00,-2.8281779191452885,runner_resistance
2025-08-26 21:21:00+00:00,long,2025-08-26 21:21:00+00:00,-2.8273612994335386,runner_resistance
2025-08-26 21:23:00+00:00,long,2025-08-26 21:23:00+00:00,-2.8265449155159192,runner_resistance
2025-08-26 21:25:00+00:00,long,2025-08-26 21:25:00+00:00,-2.825728767324347,runner_resistance
2025-08-26 21:27:00+00:00,long,2025-08-26 21:27:00+00:00,-2.8249128547907567,runner_resistance
2025-08-26 21:29:00+00:00,long,2025-08-26 21:29:00+00:00,-2.824097177847103,runner_resistance
2025-08-26 21:31:00+00:00,long,2025-08-26 21:31:00+00:00,-2.8232817364253613,runner_resistance
2025-08-26 21:33:00+00:00,long,2025-08-26 21:33:00+00:00,-2.836921778887171,runner_resistance
2025-08-26 21:35:00+00:00,long,2025-08-26 21:35:00+00:00,-2.8216473860077906,runner_resistance
2025-08-27 10:12:00+00:00,short,2025-08-27 10:12:00+00:00,-6.144504705941252,runner_support
2025-08-27 17:02:00+00:00,long,2025-08-27 17:12:00+00:00,-1.6496460151293193,ema21_close
2025-08-27 17:14:00+00:00,long,2025-08-27 17:14:00+00:00,-2.2119343060369365,ema21_close
2025-08-28 11:45:00+00:00,long,2025-08-28 11:51:00+00:00,-2.8418125329996653,ema21_close
2025-08-28 11:55:00+00:00,long,2025-08-28 11:59:00+00:00,-5.165616673429098,init_sl
2025-08-28 12:01:00+00:00,long,2025-08-28 12:01:00+00:00,-2.265838677055636,ema21_close
2025-08-28 15:00:00+00:00,long,2025-08-28 15:00:00+00:00,-1.1916800038612916,runner_resistance
2025-08-28 17:06:00+00:00,long,2025-08-28 17:06:00+00:00,-1.9923884197475232,ema21_close
2025-08-29 08:42:00+00:00,long,2025-08-29 08:42:00+00:00,-2.5200027631642694,ema21_close
2025-08-30 11:31:00+00:00,short,2025-08-30 11:31:00+00:00,-12.96815043641454,runner_support
2025-08-30 11:35:00+00:00,short,2025-08-30 11:40:00+00:00,-1.9742159850231278,ema21_close
2025-08-30 12:43:00+00:00,long,2025-08-30 12:43:00+00:00,-0.9556879901870972,partial_tp|runner_resistance
2025-08-30 19:35:00+00:00,long,2025-08-30 19:35:00+00:00,-1.973585496613932,runner_resistance
2025-08-30 19:38:00+00:00,long,2025-08-30 19:38:00+00:00,-1.9872313286901002,runner_resistance
2025-08-30 19:40:00+00:00,long,2025-08-30 19:40:00+00:00,-1.9868252720435908,runner_resistance
2025-08-30 19:43:00+00:00,long,2025-08-30 19:43:00+00:00,-1.9864192983677946,runner_resistance
2025-08-30 21:32:00+00:00,long,2025-08-30 21:32:00+00:00,-1.9719640095057627,ema21_close
2025-08-31 17:03:00+00:00,long,2025-08-31 17:06:00+00:00,-2.1675938100127325,ema21_close
2025-09-01 13:45:00+00:00,long,2025-09-01 13:45:00+00:00,-0.9406181935034703,runner_resistance
2025-09-01 19:28:00+00:00,short,2025-09-01 19:28:00+00:00,-4.031059657301741,runner_support
2025-09-03 11:40:00+00:00,long,2025-09-03 11:40:00+00:00,-2.4190056246475646,ema21_close
2025-09-03 13:32:00+00:00,long,2025-09-03 13:32:00+00:00,-3.015230919035484,ema21_close
2025-09-04 18:22:00+00:00,short,2025-09-04 18:22:00+00:00,-2.8016430553812244,ema21_close
2025-09-05 21:18:00+00:00,short,2025-09-05 21:20:00+00:00,-4.583487033430746,init_sl
2025-09-06 12:50:00+00:00,long,2025-09-06 12:50:00+00:00,-3.524636774272678,runner_resistance
2025-09-06 12:54:00+00:00,long,2025-09-06 12:57:00+00:00,-1.7693365835520165,partial_tp|runner_resistance
2025-09-11 21:36:00+00:00,long,2025-09-11 21:36:00+00:00,-5.934097588614094,runner_resistance
2025-09-11 21:38:00+00:00,long,2025-09-11 21:38:00+00:00,-5.930464436615106,runner_resistance
2025-09-11 21:40:00+00:00,long,2025-09-11 21:40:00+00:00,-5.940125006021146,runner_resistance
2025-09-11 21:42:00+00:00,long,2025-09-11 21:42:00+00:00,-6.188849612765428,runner_resistance
2025-09-13 07:20:00+00:00,long,2025-09-13 07:27:00+00:00,-6.286572411822402,init_sl
2025-09-13 07:48:00+00:00,long,2025-09-13 07:48:00+00:00,-5.087076923906873,init_sl
2025-09-14 07:01:00+00:00,long,2025-09-14 07:10:00+00:00,-1.9842968948706112,ema21_close
2025-09-14 12:46:00+00:00,long,2025-09-14 12:46:00+00:00,-1.997145835861987,ema21_close
2025-09-14 20:55:00+00:00,long,2025-09-14 20:55:00+00:00,-6.908675297409319,runner_resistance
2025-09-14 20:57:00+00:00,long,2025-09-14 20:57:00+00:00,-2.1403411214410295,ema21_close
2025-09-14 21:03:00+00:00,long,2025-09-14 21:03:00+00:00,-6.480450097735746,runner_resistance
2025-09-14 21:05:00+00:00,long,2025-09-14 21:05:00+00:00,-6.476095394243375,runner_resistance
2025-09-15 08:35:00+00:00,long,2025-09-15 08:35:00+00:00,-2.4407921887201818,ema21_close
2025-09-15 15:37:00+00:00,long,2025-09-15 15:49:00+00:00,0.9676996555904824,partial_tp|runner_resistance
2025-09-15 16:43:00+00:00,long,2025-09-15 16:43:00+00:00,-4.027074472632397,ema21_close
2025-09-16 07:10:00+00:00,long,2025-09-16 07:11:00+00:00,-2.5761740454310678,partial_tp|breakeven
2025-09-16 20:35:00+00:00,long,2025-09-16 20:36:00+00:00,-2.587711589014004,ema21_close
2025-09-18 16:42:00+00:00,long,2025-09-18 16:42:00+00:00,-2.069055400709032,ema21_close
2025-09-18 16:49:00+00:00,long,2025-09-18 16:51:00+00:00,-1.699293584554914,partial_tp|runner_resistance
2025-09-19 09:32:00+00:00,long,2025-09-19 09:34:00+00:00,-2.697341656759807,ema21_close
2025-09-19 18:35:00+00:00,long,2025-09-19 18:35:00+00:00,-3.423112860500085,runner_resistance
2025-09-19 18:37:00+00:00,long,2025-09-19 18:37:00+00:00,-3.421894017736001,runner_resistance
2025-09-19 18:39:00+00:00,long,2025-09-19 18:39:00+00:00,-3.4206756089563464,runner_resistance
2025-09-19 21:12:00+00:00,long,2025-09-19 21:12:00+00:00,-5.871519289338845,init_sl
2025-09-19 21:46:00+00:00,long,2025-09-19 21:47:00+00:00,-1.3342380797398001,runner_resistance
2025-09-21 09:39:00+00:00,short,2025-09-21 09:44:00+00:00,-1.7928288126334664,partial_tp|runner_support
2025-09-21 17:20:00+00:00,long,2025-09-21 17:20:00+00:00,-3.1793164502241065,runner_resistance
2025-09-22 16:22:00+00:00,long,2025-09-22 16:22:00+00:00,-1.9182698209941156,ema21_close
2025-09-22 19:18:00+00:00,long,2025-09-22 19:19:00+00:00,-2.530123746753783,ema21_close
2025-09-24 09:15:00+00:00,short,2025-09-24 09:19:00+00:00,-0.9023037013565707,runner_support
2025-09-24 12:08:00+00:00,long,2025-09-24 12:08:00+00:00,-2.995699377948533,ema21_close
2025-09-24 20:16:00+00:00,long,2025-09-24 20:17:00+00:00,-5.600050400041242,init_sl
2025-09-24 20:22:00+00:00,long,2025-09-24 20:27:00+00:00,-2.4616375770222705,partial_tp|ema21_close
2025-09-24 20:29:00+00:00,long,2025-09-24 20:30:00+00:00,-2.759317049228473,ema21_close
2025-09-26 08:15:00+00:00,long,2025-09-26 08:16:00+00:00,-3.3034335552302228,ema21_close
2025-09-26 21:12:00+00:00,short,2025-09-26 21:12:00+00:00,-3.6139325262129445,runner_support
2025-09-27 08:47:00+00:00,long,2025-09-27 08:47:00+00:00,-10.14938111462878,runner_resistance
2025-09-27 08:49:00+00:00,long,2025-09-27 08:49:00+00:00,-10.125995297255221,runner_resistance
2025-09-27 08:51:00+00:00,long,2025-09-27 08:54:00+00:00,-4.322995264856236,init_sl
2025-09-27 19:25:00+00:00,long,2025-09-27 19:27:00+00:00,-2.689909703981979,ema21_close
2025-09-27 20:28:00+00:00,short,2025-09-27 20:28:00+00:00,-2.172918181289939,partial_tp|runner_support
2025-09-30 14:28:00+00:00,long,2025-09-30 14:28:00+00:00,-3.78958994323758,init_sl
2025-09-30 14:31:00+00:00,long,2025-09-30 14:31:00+00:00,-4.9992858131205224,init_sl
2025-09-30 14:36:00+00:00,long,2025-09-30 14:36:00+00:00,-2.9953569313274246,init_sl
2025-09-30 14:40:00+00:00,long,2025-09-30 14:42:00+00:00,-2.599493728031076,partial_tp|breakeven
2025-10-05 11:44:00+00:00,short,2025-10-05 11:46:00+00:00,-1.9287395325488312,ema21_close
2025-10-05 19:28:00+00:00,long,2025-10-05 19:34:00+00:00,-1.9405661969403076,ema21_close
2025-10-05 19:36:00+00:00,long,2025-10-05 19:41:00+00:00,-1.940170608846934,ema21_close
2025-10-05 19:52:00+00:00,long,2025-10-05 20:05:00+00:00,-1.6343338620055055,runner_resistance
2025-10-07 09:47:00+00:00,long,2025-10-07 09:48:00+00:00,-5.529325298380467,init_sl
2025-10-10 08:29:00+00:00,long,2025-10-10 08:32:00+00:00,-1.0415299667014957,partial_tp|runner_resistance
2025-10-12 21:56:00+00:00,long,2025-10-12 21:56:00+00:00,-2.1033210088870598,ema21_close
2025-10-17 18:46:00+00:00,long,2025-10-17 18:49:00+00:00,-2.7070579517736926,partial_tp|breakeven
2025-10-20 13:29:00+00:00,long,2025-10-20 13:30:00+00:00,-8.528899838187927,init_sl
2025-10-20 15:58:00+00:00,long,2025-10-20 15:58:00+00:00,-1.6907011622943067,partial_tp|runner_resistance
2025-10-20 19:23:00+00:00,long,2025-10-20 19:24:00+00:00,-0.23603999829594136,partial_tp|runner_resistance
2025-10-29 07:31:00+00:00,long,2025-10-29 07:31:00+00:00,-9.589551470612628,init_sl
2025-10-30 19:21:00+00:00,long,2025-10-30 19:21:00+00:00,-6.953826927418802,init_sl
2025-11-01 17:37:00+00:00,long,2025-11-01 17:43:00+00:00,-2.6395482457872874,ema21_close
2025-11-01 17:52:00+00:00,long,2025-11-01 17:52:00+00:00,-1.9654821596666505,ema21_close
2025-11-05 21:28:00+00:00,short,2025-11-05 21:29:00+00:00,-1.338415825304445,partial_tp|runner_support
2025-11-06 10:48:00+00:00,short,2025-11-06 10:48:00+00:00,-2.368136889687887,init_sl
2025-11-08 20:20:00+00:00,long,2025-11-08 20:24:00+00:00,-5.804452351856103,init_sl
2025-11-12 09:11:00+00:00,long,2025-11-12 09:11:00+00:00,-2.558355593966909,ema21_close
2025-11-12 09:19:00+00:00,long,2025-11-12 09:19:00+00:00,-6.010712792775299,init_sl
2025-11-13 08:56:00+00:00,long,2025-11-13 08:56:00+00:00,-2.013616568362205,ema21_close
2025-11-13 12:50:00+00:00,long,2025-11-13 12:50:00+00:00,-2.348231178789309,ema21_close
2025-11-13 12:52:00+00:00,long,2025-11-13 12:52:00+00:00,-1.4003528765635098,partial_tp|runner_resistance
2025-11-13 19:24:00+00:00,short,2025-11-13 19:24:00+00:00,-5.878366402143774,init_sl
2025-11-14 12:49:00+00:00,short,2025-11-14 12:50:00+00:00,-2.647431383807162,partial_tp|breakeven
2025-11-15 15:23:00+00:00,long,2025-11-15 15:23:00+00:00,-5.618673610639322,init_sl
2025-11-15 15:25:00+00:00,long,2025-11-15 15:31:00+00:00,-6.029708407835631,init_sl
2025-11-15 15:39:00+00:00,long,2025-11-15 15:39:00+00:00,-1.9084094566334584,ema21_close
2025-11-17 20:22:00+00:00,short,2025-11-17 20:23:00+00:00,-2.6189656958680887,partial_tp|breakeven
2025-11-20 19:52:00+00:00,long,2025-11-20 19:58:00+00:00,2.2059980999406332,partial_tp|runner_resistance
2025-11-21 13:03:00+00:00,long,2025-11-21 13:03:00+00:00,-8.045142793487095,init_sl
2025-11-22 17:54:00+00:00,short,2025-11-22 17:58:00+00:00,-2.1966414230543694,ema21_close
2025-11-22 18:49:00+00:00,long,2025-11-22 18:50:00+00:00,-1.3659046236505261,partial_tp|runner_resistance
2025-11-23 14:43:00+00:00,short,2025-11-23 14:49:00+00:00,-0.0326148003697162,partial_tp|runner_support
2025-11-23 17:46:00+00:00,long,2025-11-23 17:46:00+00:00,-6.1594152430416385,init_sl
2025-11-24 19:05:00+00:00,long,2025-11-24 19:08:00+00:00,-2.6438410640590257,partial_tp|breakeven
2025-11-24 19:10:00+00:00,long,2025-11-24 19:10:00+00:00,-5.336838504446052,init_sl
2025-11-24 19:12:00+00:00,long,2025-11-24 19:12:00+00:00,-3.531351290823124,init_sl
2025-11-26 16:18:00+00:00,long,2025-11-26 16:18:00+00:00,-2.0144967262681472,runner_resistance
2025-11-28 18:58:00+00:00,long,2025-11-28 19:02:00+00:00,-2.6691030153195374,partial_tp|breakeven
2025-11-28 21:44:00+00:00,short,2025-11-28 21:44:00+00:00,-8.11688316526167,runner_support
2025-11-28 21:46:00+00:00,short,2025-11-28 21:46:00+00:00,-8.109867277943007,runner_support
2025-11-29 11:45:00+00:00,long,2025-11-29 11:47:00+00:00,-1.4334860621557937,runner_resistance
2025-11-29 20:11:00+00:00,short,2025-11-29 20:11:00+00:00,-1.708939851689862,runner_support
2025-12-03 12:58:00+00:00,long,2025-12-03 13:00:00+00:00,-0.06087162193250517,partial_tp|runner_resistance
2025-12-06 09:53:00+00:00,long,2025-12-06 09:53:00+00:00,-2.052164087762563,ema21_close
2025-12-10 18:37:00+00:00,short,2025-12-10 18:41:00+00:00,-0.726333431600503,partial_tp|runner_support
2025-12-12 09:07:00+00:00,long,2025-12-12 09:07:00+00:00,-6.176251099705258,init_sl
2025-12-13 21:54:00+00:00,long,2025-12-13 21:54:00+00:00,-3.930318400971789,runner_resistance
2025-12-14 10:15:00+00:00,long,2025-12-14 10:15:00+00:00,-5.812100897936425,runner_resistance
2025-12-14 10:17:00+00:00,long,2025-12-14 10:17:00+00:00,-5.819300732294575,runner_resistance
2025-12-14 10:19:00+00:00,long,2025-12-14 10:19:00+00:00,-5.804877088451436,runner_resistance
2025-12-14 10:21:00+00:00,long,2025-12-14 10:21:00+00:00,-5.812067974198294,runner_resistance
2025-12-14 10:23:00+00:00,long,2025-12-14 10:23:00+00:00,-5.797662257376215,runner_resistance
2025-12-14 21:26:00+00:00,long,2025-12-14 21:30:00+00:00,-4.788978624488731,init_sl
2025-12-15 12:55:00+00:00,long,2025-12-15 12:55:00+00:00,-1.9397252295890113,ema21_close
2025-12-20 09:25:00+00:00,long,2025-12-20 09:25:00+00:00,-0.09155424105965926,init_sl
2025-12-20 09:27:00+00:00,long,2025-12-20 09:27:00+00:00,-0.0915533419318999,init_sl
2025-12-20 09:29:00+00:00,long,2025-12-20 09:29:00+00:00,-0.11295722167714617,init_sl
2025-12-20 09:35:00+00:00,long,2025-12-20 09:35:00+00:00,-0.11295585300002964,init_sl
2025-12-20 09:40:00+00:00,long,2025-12-20 09:40:00+00:00,-0.11295448433949673,init_sl
2025-12-20 09:42:00+00:00,long,2025-12-20 09:42:00+00:00,-0.0915491148925427,init_sl
2025-12-20 15:23:00+00:00,long,2025-12-20 15:23:00+00:00,2.541867649939549,init_sl
2025-12-20 15:25:00+00:00,long,2025-12-20 15:25:00+00:00,2.5639825756992596,init_sl
2025-12-20 16:55:00+00:00,long,2025-12-20 16:55:00+00:00,2.4361228091217666,init_sl
2025-12-20 17:01:00+00:00,long,2025-12-20 17:01:00+00:00,2.4581919128008876,init_sl
2025-12-20 17:04:00+00:00,long,2025-12-20 17:04:00+00:00,2.4588396120589384,init_sl
2025-12-20 17:06:00+00:00,long,2025-12-20 17:06:00+00:00,2.459487481976703,init_sl
2025-12-20 17:10:00+00:00,long,2025-12-20 17:10:00+00:00,2.460135522599148,init_sl
2025-12-20 17:12:00+00:00,long,2025-12-20 17:12:00+00:00,2.460783733971253,init_sl
2025-12-20 17:14:00+00:00,long,2025-12-20 17:14:00+00:00,2.461432116138005,init_sl
2025-12-20 17:16:00+00:00,long,2025-12-20 17:16:00+00:00,2.462080669144409,init_sl
2025-12-20 17:18:00+00:00,long,2025-12-20 17:18:00+00:00,2.4627293930354774,init_sl
2025-12-20 17:20:00+00:00,long,2025-12-20 17:20:00+00:00,2.4633782878562362,init_sl
2025-12-20 17:22:00+00:00,long,2025-12-20 17:22:00+00:00,2.464027353651724,init_sl
2025-12-20 17:24:00+00:00,long,2025-12-20 17:24:00+00:00,2.464676590466989,init_sl
2025-12-20 17:26:00+00:00,long,2025-12-20 17:26:00+00:00,2.4653259983470925,init_sl
2025-12-20 17:28:00+00:00,long,2025-12-20 17:28:00+00:00,2.465975577337108,init_sl
2025-12-20 17:30:00+00:00,long,2025-12-20 17:30:00+00:00,2.4666253274821215,init_sl
2025-12-20 17:32:00+00:00,long,2025-12-20 17:32:00+00:00,2.4457632359395474,init_sl
2025-12-22 21:53:00+00:00,long,2025-12-22 21:55:00+00:00,-2.250436908538274,ema21_close
2025-12-24 12:25:00+00:00,long,2025-12-24 12:25:00+00:00,-2.505720287602376,ema21_close
2025-12-24 12:30:00+00:00,long,2025-12-24 12:30:00+00:00,-2.318311529021189,ema21_close
2025-12-24 12:58:00+00:00,long,2025-12-24 12:58:00+00:00,-3.4740692035816214,init_sl
2025-12-24 16:55:00+00:00,long,2025-12-24 16:57:00+00:00,-0.0026318688773729892,partial_tp|runner_resistance
2025-12-26 08:42:00+00:00,long,2025-12-26 08:42:00+00:00,-3.7280079811682807,runner_resistance
2025-12-26 09:11:00+00:00,long,2025-12-26 09:12:00+00:00,-2.2618792872332296,ema21_close
2025-12-26 09:34:00+00:00,long,2025-12-26 09:36:00+00:00,-4.5227231149073,init_sl
2025-12-27 18:00:00+00:00,long,2025-12-27 18:08:00+00:00,-1.8573580279218036,partial_tp|runner_resistance
2025-12-27 18:29:00+00:00,long,2025-12-27 18:29:00+00:00,-3.084290155925615,runner_resistance
2025-12-27 18:31:00+00:00,long,2025-12-27 18:31:00+00:00,-3.0832720308331742,runner_resistance
2025-12-28 08:53:00+00:00,long,2025-12-28 08:53:00+00:00,-1.8879030199252542,ema21_close
2025-12-28 08:55:00+00:00,long,2025-12-28 08:55:00+00:00,-1.877304536584818,ema21_close
2026-01-02 08:24:00+00:00,long,2026-01-02 08:32:00+00:00,-2.694213077974343,partial_tp|breakeven
2026-01-02 11:09:00+00:00,long,2026-01-02 11:10:00+00:00,-4.9800625101703915,init_sl
2026-01-04 10:03:00+00:00,long,2026-01-04 10:03:00+00:00,-2.0150981657331486,ema21_close
2026-01-04 10:13:00+00:00,long,2026-01-04 10:13:00+00:00,-1.8861875505119348,ema21_close
2026-01-04 11:26:00+00:00,short,2026-01-04 11:30:00+00:00,-2.410991649651967,partial_tp|runner_support
2026-01-04 12:08:00+00:00,short,2026-01-04 12:09:00+00:00,-1.8853482253554164,ema21_close
2026-01-04 17:26:00+00:00,long,2026-01-04 17:48:00+00:00,-2.418872630010664,ema21_close
2026-01-05 09:37:00+00:00,long,2026-01-05 09:37:00+00:00,-5.4021762868357115,init_sl
2026-01-05 09:40:00+00:00,long,2026-01-05 09:42:00+00:00,-1.472885070219067,partial_tp|runner_resistance
2026-01-06 17:28:00+00:00,long,2026-01-06 17:28:00+00:00,-2.864023892326919,runner_resistance
2026-01-06 17:30:00+00:00,long,2026-01-06 17:30:00+00:00,-3.1229822750176535,partial_tp|runner_resistance
2026-01-09 09:52:00+00:00,long,2026-01-09 09:52:00+00:00,-2.0887154892947057,ema21_close
2026-01-09 20:41:00+00:00,long,2026-01-09 20:41:00+00:00,-5.947575570096733,init_sl
2026-01-10 09:06:00+00:00,long,2026-01-10 09:07:00+00:00,-1.365030711130934,runner_resistance
2026-01-10 09:18:00+00:00,long,2026-01-10 09:22:00+00:00,-1.9203180439303777,ema21_close
2026-01-10 11:22:00+00:00,short,2026-01-10 11:29:00+00:00,-1.878795688879458,ema21_close
2026-01-11 09:41:00+00:00,long,2026-01-11 09:44:00+00:00,-1.6010954603390473,runner_resistance
2026-01-12 09:32:00+00:00,long,2026-01-12 09:32:00+00:00,-5.631422921101142,init_sl
2026-01-13 08:50:00+00:00,long,2026-01-13 08:53:00+00:00,-2.2691195419866466,ema21_close
2026-01-13 09:12:00+00:00,long,2026-01-13 09:12:00+00:00,-1.986816006046805,ema21_close
2026-01-14 09:28:00+00:00,long,2026-01-14 09:28:00+00:00,-1.8655355598617678,ema21_close
2026-01-14 19:16:00+00:00,long,2026-01-14 19:27:00+00:00,-0.3336699101800975,partial_tp|ema21_close
2026-01-15 10:59:00+00:00,long,2026-01-15 10:59:00+00:00,-7.166194689406058,runner_resistance
2026-01-15 11:04:00+00:00,long,2026-01-15 11:04:00+00:00,-7.220667651340154,runner_resistance
