entry_time,direction,exit_time,pnl,exit_hit
2026-01-16 21:52:00+00:00,long,2026-01-16 21:52:00+00:00,-3.6312070754053254,runner_resistance
2026-01-16 21:54:00+00:00,long,2026-01-16 21:54:00+00:00,-3.6096973541757054,runner_resistance
2026-01-17 11:52:00+00:00,long,2026-01-17 11:52:00+00:00,-2.472722713275835,ema21_close
2026-01-17 20:05:00+00:00,long,2026-01-17 20:05:00+00:00,-1.8535129520464366,init_sl
2026-01-17 20:11:00+00:00,long,2026-01-17 20:11:00+00:00,-3.539274518998909,init_sl
2026-01-18 08:19:00+00:00,long,2026-01-18 08:30:00+00:00,-5.817658403534077,init_sl
2026-01-18 14:47:00+00:00,long,2026-01-18 15:04:00+00:00,-2.337486524420099,partial_tp|runner_resistance
2026-01-18 19:15:00+00:00,long,2026-01-18 19:15:00+00:00,-3.980062299780026,runner_resistance
2026-01-18 19:17:00+00:00,long,2026-01-18 19:17:00+00:00,-3.968391496777553,runner_resistance
2026-01-18 19:19:00+00:00,long,2026-01-18 19:19:00+00:00,-3.717878400646003,runner_resistance
2026-01-18 19:21:00+00:00,long,2026-01-18 19:21:00+00:00,-3.7163808129556815,runner_resistance
2026-01-18 19:23:00+00:00,long,2026-01-18 19:23:00+00:00,-3.704938981641953,runner_resistance
2026-01-18 19:25:00+00:00,long,2026-01-18 19:25:00+00:00,-3.703450601171839,runner_resistance
2026-01-18 20:29:00+00:00,long,2026-01-18 20:31:00+00:00,-1.9821757319117888,ema21_close
2026-01-19 12:49:00+00:00,long,2026-01-19 12:49:00+00:00,-2.6395671550898676,ema21_close
2026-01-20 21:30:00+00:00,long,2026-01-20 21:30:00+00:00,-2.361739398662084,ema21_close
2026-01-21 08:32:00+00:00,long,2026-01-21 08:32:00+00:00,-5.7343592122211104,init_sl
2026-01-21 21:41:00+00:00,long,2026-01-21 21:41:00+00:00,-3.822964515585545,partial_tp|ema21_close
2026-01-23 16:43:00+00:00,long,2026-01-23 16:43:00+00:00,-9.395190998116384,init_sl
2026-01-23 16:45:00+00:00,long,2026-01-23 16:45:00+00:00,-9.293851458626108,init_sl
2026-01-23 16:55:00+00:00,long,2026-01-23 16:55:00+00:00,-2.68020237283496,ema21_close
2026-02-01 18:31:00+00:00,long,2026-02-01 18:31:00+00:00,-4.408863529652495,ema21_close
2026-02-07 20:47:00+00:00,long,2026-02-07 20:47:00+00:00,-1.862118535659881,ema21_close
2026-02-08 10:07:00+00:00,short,2026-02-08 10:07:00+00:00,-2.1456567189435027,ema21_close
2026-02-08 20:23:00+00:00,long,2026-02-08 20:24:00+00:00,2.829051952108002,partial_tp|runner_resistance
2026-02-09 19:52:00+00:00,long,2026-02-09 19:52:00+00:00,-2.8622971985064725,ema21_close
2026-02-15 13:46:00+00:00,short,2026-02-15 13:47:00+00:00,-1.988526392435345,ema21_close
2026-02-19 07:15:00+00:00,long,2026-02-19 07:15:00+00:00,-15.921771698246301,runner_resistance
2026-02-19 07:35:00+00:00,long,2026-02-19 07:35:00+00:00,-15.531092258120161,runner_resistance
2026-02-19 07:37:00+00:00,long,2026-02-19 07:37:00+00:00,-15.35069117007793,runner_resistance
2026-02-19 07:43:00+00:00,long,2026-02-19 07:43:00+00:00,-3.793157924666579,init_sl
2026-02-19 15:48:00+00:00,long,2026-02-19 15:50:00+00:00,-2.8576122935297548,ema21_close
2026-02-19 19:32:00+00:00,long,2026-02-19 19:34:00+00:00,-2.3330747392484152,ema21_close
2026-02-19 21:03:00+00:00,long,2026-02-19 21:03:00+00:00,-5.535395612460714,init_sl
2026-02-19 21:17:00+00:00,long,2026-02-19 21:17:00+00:00,-2.4605972875384996,init_sl
2026-02-19 21:19:00+00:00,long,2026-02-19 21:19:00+00:00,-2.459932348860554,init_sl
2026-02-20 21:17:00+00:00,long,2026-02-20 21:21:00+00:00,-2.766821505228784,partial_tp|breakeven
2026-02-21 17:53:00+00:00,long,2026-02-21 18:07:00+00:00,-2.2167801305878547,ema21_close
2026-02-22 13:51:00+00:00,long,2026-02-22 13:54:00+00:00,-2.3940182829817873,ema21_close
2026-02-22 13:56:00+00:00,long,2026-02-22 14:05:00+00:00,-1.5326353574992044,partial_tp|runner_resistance
2026-02-23 15:00:00+00:00,long,2026-02-23 15:00:00+00:00,-2.4500265548515143,init_sl
2026-02-24 17:35:00+00:00,long,2026-02-24 17:39:00+00:00,-1.2122842989392333,partial_tp|runner_resistance
2026-03-06 15:43:00+00:00,long,2026-03-06 15:43:00+00:00,-10.68546877090652,init_sl
2026-03-07 21:01:00+00:00,long,2026-03-07 21:10:00+00:00,-2.771062629616683,partial_tp|runner_resistance
2026-03-08 08:19:00+00:00,long,2026-03-08 08:19:00+00:00,-4.242972186865659,init_sl
2026-03-08 10:47:00+00:00,short,2026-03-08 10:48:00+00:00,-1.8666787186444276,ema21_close
2026-03-08 19:09:00+00:00,short,2026-03-08 19:09:00+00:00,-1.840014199924352,ema21_close
2026-03-08 19:13:00+00:00,short,2026-03-08 19:13:00+00:00,-1.8396408517252387,ema21_close
2026-03-08 19:16:00+00:00,short,2026-03-08 19:17:00+00:00,-1.830489762961864,ema21_close
2026-03-14 08:54:00+00:00,long,2026-03-14 08:54:00+00:00,-2.6042510101171943,runner_resistance
2026-03-14 14:24:00+00:00,long,2026-03-14 14:28:00+00:00,-1.9651822191065156,ema21_close
2026-03-14 15:09:00+00:00,short,2026-03-14 15:11:00+00:00,-1.8567139383478777,ema21_close
2026-03-15 07:13:00+00:00,short,2026-03-15 07:53:00+00:00,-1.8293475522216933,ema21_close
2026-03-16 11:43:00+00:00,long,2026-03-16 11:43:00+00:00,-5.556125428897983,init_sl
2026-03-16 11:45:00+00:00,long,2026-03-16 11:46:00+00:00,-2.734338448198814,partial_tp|breakeven
2026-03-17 07:52:00+00:00,long,2026-03-17 07:52:00+00:00,-4.665161802393355,init_sl
2026-04-01 16:05:00+00:00,long,2026-04-01 16:07:00+00:00,-2.6889584653754666,partial_tp|breakeven
2026-04-02 21:34:00+00:00,long,2026-04-02 21:40:00+00:00,-1.251969772467382,partial_tp|runner_resistance
2026-04-03 08:33:00+00:00,long,2026-04-03 08:35:00+00:00,-2.214365542613593,ema21_close
2026-04-03 09:18:00+00:00,long,2026-04-03 09:18:00+00:00,-3.013634359035507,init_sl
2026-04-03 09:20:00+00:00,long,2026-04-03 09:20:00+00:00,-3.012629210627844,init_sl
2026-04-03 11:45:00+00:00,short,2026-04-03 11:48:00+00:00,-1.6315140455253183,runner_support
2026-04-03 14:29:00+00:00,long,2026-04-03 14:33:00+00:00,-5.008278540374004,init_sl
2026-04-03 19:00:00+00:00,short,2026-04-03 19:00:00+00:00,-1.8336939279845088,ema21_close
2026-04-04 07:33:00+00:00,short,2026-04-04 07:33:00+00:00,-3.278657191921212,init_sl
2026-04-04 07:35:00+00:00,short,2026-04-04 07:35:00+00:00,-3.2774655697100195,init_sl
2026-04-04 16:45:00+00:00,long,2026-04-04 16:46:00+00:00,-2.2479012966589877,ema21_close
2026-04-05 07:44:00+00:00,short,2026-04-05 08:07:00+00:00,-2.4035490548629213,ema21_close
2026-04-07 08:49:00+00:00,long,2026-04-07 08:54:00+00:00,-2.657845948799686,partial_tp|breakeven
2026-04-10 11:09:00+00:00,long,2026-04-10 11:09:00+00:00,-5.673290983766039,init_sl
2026-04-10 11:18:00+00:00,long,2026-04-10 11:21:00+00:00,-0.16422937155667827,partial_tp|runner_resistance
2026-04-14 17:54:00+00:00,long,2026-04-14 17:55:00+00:00,-5.205723582749377,init_sl
2026-04-14 18:03:00+00:00,long,2026-04-14 18:08:00+00:00,0.5162987638176337,partial_tp|runner_resistance
2026-04-19 13:39:00+00:00,long,2026-04-19 13:46:00+00:00,0.2395565480736559,partial_tp|runner_resistance
2026-04-19 20:31:00+00:00,short,2026-04-19 20:34:00+00:00,-6.976178245090597,init_sl
2026-04-22 21:27:00+00:00,long,2026-04-22 21:29:00+00:00,-1.6285184263034655,partial_tp|runner_resistance
2026-04-22 21:59:00+00:00,long,2026-04-22 22:00:00+00:00,-4.222077759179568,init_sl
2026-04-23 21:33:00+00:00,long,2026-04-23 21:36:00+00:00,-1.4901234491854336,runner_resistance
2026-04-24 11:54:00+00:00,long,2026-04-24 11:55:00+00:00,-1.9686381359479033,ema21_close
2026-04-29 21:58:00+00:00,long,2026-04-29 21:58:00+00:00,-2.0231610728144367,ema21_close
2026-05-01 08:47:00+00:00,short,2026-05-01 08:47:00+00:00,-1.8841972350031166,ema21_close
2026-05-02 17:07:00+00:00,long,2026-05-02 17:22:00+00:00,-1.824576602562829,ema21_close
2026-05-03 07:59:00+00:00,long,2026-05-03 08:00:00+00:00,-2.0873865785195296,ema21_close
2026-05-05 11:58:00+00:00,long,2026-05-05 12:00:00+00:00,-2.6239015375015433,partial_tp|breakeven
2026-05-05 16:23:00+00:00,short,2026-05-05 16:24:00+00:00,-0.6446661564430053,partial_tp|runner_support
2026-05-05 16:44:00+00:00,short,2026-05-05 16:44:00+00:00,-7.354857657323052,runner_support
2026-05-06 15:50:00+00:00,short,2026-05-06 15:53:00+00:00,-2.64659538798419,partial_tp|breakeven
2026-05-06 16:19:00+00:00,short,2026-05-06 16:25:00+00:00,-2.5196646819477535,partial_tp|ema21_close
2026-05-07 21:21:00+00:00,short,2026-05-07 21:26:00+00:00,-2.378860214076881,partial_tp|ema21_close
2026-05-08 18:25:00+00:00,long,2026-05-08 18:25:00+00:00,-5.536552949909924,init_sl
2026-05-09 11:47:00+00:00,long,2026-05-09 11:47:00+00:00,-3.5796044935280467,init_sl
2026-05-09 11:49:00+00:00,long,2026-05-09 11:49:00+00:00,-3.578172651730635,init_sl
2026-05-10 09:21:00+00:00,long,2026-05-10 09:22:00+00:00,-2.262569231937715,ema21_close
2026-05-10 09:39:00+00:00,long,2026-05-10 09:39:00+00:00,-2.2904393118301907,ema21_close
2026-05-11 17:00:00+00:00,short,2026-05-11 17:00:00+00:00,-5.531222909005412,init_sl
2026-05-12 19:06:00+00:00,long,2026-05-12 19:07:00+00:00,-0.3285823972351637,partial_tp|runner_resistance
2026-05-12 20:35:00+00:00,long,2026-05-12 20:35:00+00:00,-5.449848760905674,init_sl
2026-05-15 20:39:00+00:00,short,2026-05-15 20:39:00+00:00,-1.7753757153839071,ema21_close
2026-05-16 13:41:00+00:00,long,2026-05-16 13:41:00+00:00,-4.711759801411552,init_sl
2026-05-16 15:51:00+00:00,long,2026-05-16 15:52:00+00:00,-3.8626950527341237,init_sl
2026-05-16 16:14:00+00:00,long,2026-05-16 16:14:00+00:00,-2.4656248175054016,init_sl
2026-05-16 16:16:00+00:00,long,2026-05-16 16:16:00+00:00,-2.4649429477704494,init_sl
2026-05-17 07:41:00+00:00,long,2026-05-17 07:41:00+00:00,-1.8411190807790414,runner_resistance
2026-05-17 07:43:00+00:00,long,2026-05-17 07:43:00+00:00,-1.8505659887257762,runner_resistance
2026-05-17 07:45:00+00:00,long,2026-05-17 07:45:00+00:00,-1.8501815859051396,runner_resistance
2026-05-17 07:47:00+00:00,long,2026-05-17 07:47:00+00:00,-1.8497972629333321,runner_resistance
2026-05-17 07:49:00+00:00,long,2026-05-17 07:49:00+00:00,-1.8494130197937684,runner_resistance
2026-05-17 07:51:00+00:00,long,2026-05-17 07:51:00+00:00,-1.849028856469865,runner_resistance
2026-05-17 07:53:00+00:00,long,2026-05-17 07:53:00+00:00,-1.8486447729450426,runner_resistance
2026-05-17 07:55:00+00:00,long,2026-05-17 07:55:00+00:00,-1.8482607692027253,runner_resistance
2026-05-17 07:57:00+00:00,long,2026-05-17 07:57:00+00:00,-1.798811963528232,ema21_close
2026-05-21 07:40:00+00:00,short,2026-05-21 07:43:00+00:00,-2.6560026958189713,ema21_close
2026-05-21 16:38:00+00:00,long,2026-05-21 16:38:00+00:00,-2.3196014504842557,ema21_close
2026-05-21 16:54:00+00:00,long,2026-05-21 16:54:00+00:00,-1.7975131525082988,ema21_close
2026-05-22 20:01:00+00:00,short,2026-05-22 20:02:00+00:00,-1.7199784158843718,partial_tp|runner_support
2026-05-24 20:41:00+00:00,long,2026-05-24 20:41:00+00:00,-2.8775641375018077,runner_resistance
2026-05-24 20:44:00+00:00,long,2026-05-24 20:47:00+00:00,-1.933704930792649,ema21_close
2026-05-26 20:23:00+00:00,long,2026-05-26 20:23:00+00:00,-2.711289319395335,runner_resistance
2026-05-27 16:54:00+00:00,long,2026-05-27 16:54:00+00:00,-2.5125758844580455,ema21_close
2026-05-27 17:00:00+00:00,long,2026-05-27 17:01:00+00:00,-5.461824550533584,init_sl
2026-05-28 15:16:00+00:00,long,2026-05-28 15:16:00+00:00,-3.151112632407993,init_sl
2026-05-28 15:18:00+00:00,long,2026-05-28 15:18:00+00:00,-4.181599745540704,init_sl
2026-05-29 20:46:00+00:00,short,2026-05-29 20:55:00+00:00,0.5982996975073543,partial_tp|runner_support
2026-05-30 08:35:00+00:00,long,2026-05-30 08:41:00+00:00,-2.1736639480266353,ema21_close
2026-05-30 13:53:00+00:00,short,2026-05-30 14:04:00+00:00,-4.894960741182548,init_sl
2026-06-05 13:10:00+00:00,short,2026-06-05 13:11:00+00:00,-2.5591775067433984,partial_tp|breakeven
2026-06-05 13:16:00+00:00,short,2026-06-05 13:16:00+00:00,-3.8222991778488398,init_sl
2026-06-06 10:54:00+00:00,short,2026-06-06 10:54:00+00:00,-1.7982498465680088,partial_tp|runner_support
2026-06-06 15:31:00+00:00,short,2026-06-06 15:34:00+00:00,-2.5292945238682654,partial_tp|breakeven
2026-06-07 07:01:00+00:00,long,2026-06-07 07:02:00+00:00,-4.707110635762302,init_sl
2026-06-07 07:24:00+00:00,long,2026-06-07 07:24:00+00:00,-3.5568642336907246,init_sl
2026-06-07 19:36:00+00:00,short,2026-06-07 19:37:00+00:00,-2.3739304437639466,ema21_close
2026-06-08 11:51:00+00:00,long,2026-06-08 12:00:00+00:00,5.324551400674129,partial_tp|runner_resistance
2026-06-10 19:47:00+00:00,short,2026-06-10 19:50:00+00:00,-2.4774199509682013,partial_tp|breakeven
2026-06-11 09:21:00+00:00,short,2026-06-11 09:23:00+00:00,-2.476265116071641,partial_tp|breakeven
2026-06-11 19:45:00+00:00,long,2026-06-11 19:50:00+00:00,-2.5050294720278306,partial_tp|breakeven
2026-06-12 08:44:00+00:00,long,2026-06-12 08:45:00+00:00,-2.5059140476315127,partial_tp|breakeven
2026-06-14 08:32:00+00:00,long,2026-06-14 08:32:00+00:00,-1.786929784045687,ema21_close
2026-06-14 08:43:00+00:00,long,2026-06-14 08:43:00+00:00,-2.029782011253413,partial_tp|runner_resistance
2026-06-14 13:46:00+00:00,short,2026-06-14 13:51:00+00:00,-1.888828639083826,partial_tp|runner_support
2026-06-16 16:31:00+00:00,long,2026-06-16 16:32:00+00:00,-2.5329390495443094,partial_tp|breakeven
2026-06-18 11:31:00+00:00,short,2026-06-18 11:31:00+00:00,-2.05564216410691,ema21_close
2026-06-18 20:20:00+00:00,long,2026-06-18 20:22:00+00:00,-1.8581965927096098,ema21_close
2026-06-18 20:24:00+00:00,long,2026-06-18 20:28:00+00:00,-1.2987395236120742,partial_tp|runner_resistance
2026-06-20 13:41:00+00:00,short,2026-06-20 13:43:00+00:00,-1.5615247867857835,runner_support
2026-06-21 07:01:00+00:00,long,2026-06-21 07:30:00+00:00,-1.5196151706536585,ema21_close
2026-06-21 11:17:00+00:00,long,2026-06-21 11:17:00+00:00,-1.7839379880988406,ema21_close
2026-06-21 19:46:00+00:00,long,2026-06-21 19:46:00+00:00,-2.2914249486863,ema21_close
2026-06-23 21:35:00+00:00,long,2026-06-23 21:38:00+00:00,-1.6609060780255875,partial_tp|runner_resistance
2026-06-24 21:49:00+00:00,long,2026-06-24 21:53:00+00:00,-4.863442563877609,init_sl
2026-06-24 21:55:00+00:00,long,2026-06-24 21:56:00+00:00,-1.4352218395356713,partial_tp|runner_resistance
2026-06-26 21:14:00+00:00,long,2026-06-26 21:15:00+00:00,-4.21093541696746,init_sl
2026-06-26 21:36:00+00:00,long,2026-06-26 21:38:00+00:00,-4.252035624531239,init_sl
2026-06-27 19:53:00+00:00,short,2026-06-27 19:53:00+00:00,-2.4065233476451233,runner_support
2026-06-27 19:59:00+00:00,short,2026-06-27 19:59:00+00:00,-4.18562917479832,init_sl
2026-06-27 20:44:00+00:00,long,2026-06-27 20:48:00+00:00,-2.4578534489582755,ema21_close
2026-06-28 07:18:00+00:00,short,2026-06-28 07:18:00+00:00,-4.311562599869541,init_sl
2026-06-28 09:12:00+00:00,long,2026-06-28 09:12:00+00:00,-1.9497578586640318,runner_resistance
2026-06-28 09:14:00+00:00,long,2026-06-28 09:14:00+00:00,-1.9493248773267369,runner_resistance
2026-06-28 09:16:00+00:00,long,2026-06-28 09:16:00+00:00,-1.959651560025651,runner_resistance
2026-06-28 09:18:00+00:00,long,2026-06-28 09:18:00+00:00,-4.1981282930629975,init_sl
2026-06-30 18:25:00+00:00,long,2026-06-30 18:27:00+00:00,-5.552995917510666,init_sl
2026-06-30 19:46:00+00:00,short,2026-06-30 19:50:00+00:00,-1.2817141432957264,partial_tp|runner_support
2026-06-30 20:15:00+00:00,short,2026-06-30 20:15:00+00:00,-1.763518449937252,ema21_close
2026-07-01 12:00:00+00:00,long,2026-07-01 12:01:00+00:00,-2.4389735444876113,partial_tp|breakeven
2026-07-02 18:43:00+00:00,long,2026-07-02 18:43:00+00:00,-3.4610414182907014,init_sl
2026-07-02 18:50:00+00:00,long,2026-07-02 18:50:00+00:00,0.5995719676453075,init_sl
2026-07-02 20:37:00+00:00,long,2026-07-02 20:38:00+00:00,-4.79854672165505,init_sl
2026-07-02 21:23:00+00:00,long,2026-07-02 21:29:00+00:00,-2.153743522423386,ema21_close
2026-07-03 15:20:00+00:00,long,2026-07-03 15:20:00+00:00,-3.9615346727472405,init_sl
2026-07-05 20:25:00+00:00,long,2026-07-05 21:16:00+00:00,-1.7595835509251019,partial_tp|ema21_close
2026-07-06 17:14:00+00:00,long,2026-07-06 17:14:00+00:00,-3.001525129694164,ema21_close
2026-07-07 12:33:00+00:00,long,2026-07-07 12:34:00+00:00,-2.4671843621748852,partial_tp|breakeven
2026-07-09 20:55:00+00:00,long,2026-07-09 20:55:00+00:00,-2.086980687653947,runner_resistance
2026-07-10 20:18:00+00:00,long,2026-07-10 20:26:00+00:00,-2.452259268249822,partial_tp|breakeven
2026-07-10 20:34:00+00:00,long,2026-07-10 20:37:00+00:00,-2.1930928602749966,ema21_close
2026-07-10 21:10:00+00:00,long,2026-07-10 21:17:00+00:00,-4.744425955603172,init_sl
2026-07-10 21:31:00+00:00,long,2026-07-10 21:34:00+00:00,-2.3813549659376587,ema21_close
2026-07-10 21:47:00+00:00,long,2026-07-10 21:47:00+00:00,-1.7660001291147107,ema21_close
2026-07-11 07:07:00+00:00,long,2026-07-11 07:23:00+00:00,-1.8398424295518814,ema21_close
2026-07-11 10:09:00+00:00,long,2026-07-11 10:09:00+00:00,-2.8034238123074084,runner_resistance
2026-07-11 10:11:00+00:00,long,2026-07-11 10:11:00+00:00,-2.8025225700473895,runner_resistance
2026-07-11 10:13:00+00:00,long,2026-07-11 10:13:00+00:00,-2.8016216175179522,runner_resistance
2026-07-11 10:15:00+00:00,long,2026-07-11 10:15:00+00:00,-2.8113015993994703,runner_resistance
2026-07-11 10:17:00+00:00,long,2026-07-11 10:17:00+00:00,-1.79473385845981,ema21_close
2026-07-12 10:26:00+00:00,long,2026-07-12 10:31:00+00:00,-1.6777849076363933,runner_resistance
2026-07-12 11:07:00+00:00,long,2026-07-12 11:07:00+00:00,-2.176225409871263,runner_resistance
2026-07-12 11:09:00+00:00,long,2026-07-12 11:09:00+00:00,-2.1650732506996997,runner_resistance
2026-07-12 11:11:00+00:00,long,2026-07-12 11:11:00+00:00,-2.164534670877906,runner_resistance
2026-07-12 11:27:00+00:00,long,2026-07-12 11:27:00+00:00,-2.2912273199028332,runner_resistance
2026-07-12 11:36:00+00:00,long,2026-07-12 11:36:00+00:00,-2.2906238475988636,runner_resistance
2026-07-12 11:39:00+00:00,long,2026-07-12 11:39:00+00:00,-2.290020534239762,runner_resistance
2026-07-12 15:35:00+00:00,long,2026-07-12 15:44:00+00:00,-2.035158165920617,ema21_close
2026-07-12 19:36:00+00:00,long,2026-07-12 20:04:00+00:00,-3.6670047708084166,init_sl
2026-07-14 13:01:00+00:00,long,2026-07-14 13:01:00+00:00,7.875211518409884,init_sl
2026-07-14 13:08:00+00:00,long,2026-07-14 13:11:00+00:00,-2.4315276453914962,partial_tp|breakeven
2026-07-15 19:51:00+00:00,short,2026-07-15 19:51:00+00:00,-1.7598894026617324,ema21_close
2026-07-19 19:33:00+00:00,long,2026-07-19 19:33:00+00:00,-2.496242303590031,runner_resistance
2026-07-20 08:00:00+00:00,long,2026-07-20 08:00:00+00:00,2.3126188892096944,partial_tp|runner_resistance
2026-07-21 18:54:00+00:00,long,2026-07-21 19:03:00+00:00,2.4522009980505004,partial_tp|runner_resistance
2026-07-22 09:28:00+00:00,long,2026-07-22 09:28:00+00:00,-3.6883669827964667,init_sl
2026-07-23 20:17:00+00:00,long,2026-07-23 20:20:00+00:00,-2.188543063442095,ema21_close
2026-07-25 07:03:00+00:00,long,2026-07-25 07:03:00+00:00,-4.555641556501875,runner_resistance
2026-07-25 07:05:00+00:00,long,2026-07-25 07:05:00+00:00,-4.553252400553933,runner_resistance
2026-07-25 07:09:00+00:00,long,2026-07-25 07:09:00+00:00,-4.550864497572464,runner_resistance
2026-07-25 07:14:00+00:00,long,2026-07-25 07:14:00+00:00,-4.548477846900368,runner_resistance
2026-07-25 07:16:00+00:00,long,2026-07-25 07:16:00+00:00,-4.546092447880882,runner_resistance
2026-07-25 07:18:00+00:00,long,2026-07-25 07:18:00+00:00,-4.543708299857592,runner_resistance
2026-07-25 07:20:00+00:00,long,2026-07-25 07:20:00+00:00,-4.541325402174427,runner_resistance
2026-07-25 11:18:00+00:00,long,2026-07-25 11:18:00+00:00,-2.4367766687100962,init_sl
2026-07-25 11:20:00+00:00,long,2026-07-25 11:20:00+00:00,-2.436090593689901,init_sl
2026-07-25 11:22:00+00:00,long,2026-07-25 11:22:00+00:00,-2.4354047118342828,init_sl
2026-07-25 11:24:00+00:00,long,2026-07-25 11:24:00+00:00,-2.4347190230888565,init_sl
2026-07-25 11:26:00+00:00,long,2026-07-25 11:26:00+00:00,-2.434033527399249,init_sl
2026-07-25 11:28:00+00:00,long,2026-07-25 11:28:00+00:00,-2.433348224711109,init_sl
2026-07-25 11:30:00+00:00,long,2026-07-25 11:30:00+00:00,-2.4326631149700946,init_sl
2026-07-26 21:44:00+00:00,long,2026-07-26 21:45:00+00:00,-4.282657578496239,init_sl
2026-07-26 21:47:00+00:00,long,2026-07-26 21:47:00+00:00,-3.517042542887281,init_sl
2026-07-26 21:49:00+00:00,long,2026-07-26 21:49:00+00:00,-3.4944084147017795,init_sl
2026-07-26 21:55:00+00:00,long,2026-07-26 21:56:00+00:00,-2.170300205647468,ema21_close
2026-07-27 08:21:00+00:00,short,2026-07-27 08:22:00+00:00,-1.714308852854672,runner_support
2026-07-27 08:25:00+00:00,short,2026-07-27 08:25:00+00:00,-4.842432274045528,init_sl
2026-07-30 11:01:00+00:00,long,2026-07-30 11:01:00+00:00,-1.8503525841976245,ema21_close
2026-07-30 16:33:00+00:00,long,2026-07-30 16:33:00+00:00,-2.6244106248822137,ema21_close
2026-08-01 07:38:00+00:00,long,2026-08-01 07:38:00+00:00,-3.0835246474963847,init_sl
2026-08-01 07:40:00+00:00,long,2026-08-01 07:40:00+00:00,-3.0824207610203613,init_sl
2026-08-01 07:42:00+00:00,long,2026-08-01 07:42:00+00:00,-3.081317269730202,init_sl
2026-08-01 07:44:00+00:00,long,2026-08-01 07:44:00+00:00,-3.080214173484432,init_sl
2026-08-01 07:46:00+00:00,long,2026-08-01 07:46:00+00:00,-3.0791114721416277,init_sl
2026-08-01 07:49:00+00:00,long,2026-08-01 07:49:00+00:00,-3.078009165560415,init_sl
2026-08-01 07:51:00+00:00,long,2026-08-01 07:51:00+00:00,-3.076907253599473,init_sl
2026-08-01 07:54:00+00:00,long,2026-08-01 07:54:00+00:00,-3.0758057361175277,init_sl
2026-08-01 07:56:00+00:00,long,2026-08-01 07:56:00+00:00,-3.0747046129733584,init_sl
2026-08-01 07:58:00+00:00,long,2026-08-01 07:58:00+00:00,-3.0736038840257938,init_sl
2026-08-01 08:00:00+00:00,long,2026-08-01 08:00:00+00:00,-3.072503549133714,init_sl
2026-08-01 09:23:00+00:00,long,2026-08-01 09:26:00+00:00,-1.8324395194913983,ema21_close
2026-08-01 09:33:00+00:00,long,2026-08-01 09:33:00+00:00,-1.7367117466679882,ema21_close
2026-08-01 12:30:00+00:00,long,2026-08-01 12:49:00+00:00,-1.598645328866141,runner_resistance
2026-08-02 10:02:00+00:00,long,2026-08-02 10:22:00+00:00,-1.7782047349543397,ema21_close
2026-08-02 11:33:00+00:00,long,2026-08-02 11:33:00+00:00,-1.9678042259965673,ema21_close
2026-08-02 13:23:00+00:00,long,2026-08-02 13:23:00+00:00,-1.787975355057886,ema21_close
2026-08-04 09:30:00+00:00,short,2026-08-04 09:32:00+00:00,-2.390041195281583,partial_tp|breakeven
2026-08-09 15:40:00+00:00,long,2026-08-09 15:40:00+00:00,-3.0504037326262754,runner_resistance
2026-08-09 15:46:00+00:00,long,2026-08-09 15:46:00+00:00,-3.0591427602448547,runner_resistance
2026-08-09 20:06:00+00:00,long,2026-08-09 20:07:00+00:00,-1.0076668322641804,partial_tp|runner_resistance
