entry_time,direction,exit_time,pnl,legs,exit_hit
2025-08-11 08:33:00+00:00,long,2025-08-11 08:33:00+00:00,-0.030467822264124002,remainder,sl
2025-08-11 10:30:00+00:00,long,2025-08-11 10:30:00+00:00,0.06694624928000074,"partial,remainder",partial_10pip|sl
2025-08-11 20:08:00+00:00,short,2025-08-11 20:12:00+00:00,0.14972102317347058,"partial,remainder",partial_10pip|next_support
2025-08-12 07:52:00+00:00,long,2025-08-12 07:52:00+00:00,0.06709042860668844,"partial,remainder",partial_10pip|sl
2025-08-12 19:40:00+00:00,long,2025-08-12 19:40:00+00:00,-0.02434288983479143,remainder,sl
2025-08-13 10:44:00+00:00,long,2025-08-13 10:45:00+00:00,-0.03268665313179766,remainder,sl
2025-08-19 08:01:00+00:00,long,2025-08-19 08:01:00+00:00,0.015718800773846377,remainder,next_resistance
2025-08-19 11:04:00+00:00,long,2025-08-19 11:05:00+00:00,0.016973804660194824,remainder,next_resistance
2025-08-20 09:19:00+00:00,long,2025-08-20 09:19:00+00:00,0.022551379781193866,remainder,next_resistance
2025-08-20 19:30:00+00:00,long,2025-08-20 19:32:00+00:00,-0.03359900149972613,remainder,sl
2025-08-21 07:21:00+00:00,long,2025-08-21 07:22:00+00:00,0.022698449986636754,remainder,next_resistance
2025-08-21 12:20:00+00:00,long,2025-08-21 12:20:00+00:00,-0.03144103565465347,remainder,sl
2025-08-21 13:39:00+00:00,long,2025-08-21 13:39:00+00:00,0.06726640321551235,"partial,remainder",partial_10pip|sl
2025-08-21 14:22:00+00:00,long,2025-08-21 14:22:00+00:00,0.06730536787513663,"partial,remainder",partial_10pip|sl
2025-08-21 20:02:00+00:00,short,2025-08-21 20:04:00+00:00,0.017972195694601557,remainder,next_support
2025-08-22 10:27:00+00:00,short,2025-08-22 10:28:00+00:00,0.0022525129717074,remainder,next_support
2025-08-22 13:47:00+00:00,long,2025-08-22 13:47:00+00:00,-0.026486176651739916,remainder,sl
2025-08-22 20:06:00+00:00,long,2025-08-22 20:06:00+00:00,0.008675189649132829,remainder,next_resistance
2025-08-25 14:55:00+00:00,long,2025-08-25 14:55:00+00:00,-0.0024453275031954447,remainder,next_resistance
2025-08-26 19:19:00+00:00,long,2025-08-26 19:21:00+00:00,0.04722826799419413,remainder,next_resistance
2025-08-27 08:14:00+00:00,long,2025-08-27 08:14:00+00:00,0.024398951679246727,remainder,next_resistance
2025-08-27 12:00:00+00:00,long,2025-08-27 12:00:00+00:00,0.0037020531215393635,remainder,next_resistance
2025-08-28 07:23:00+00:00,long,2025-08-28 07:23:00+00:00,-0.041964557250800845,remainder,sl
2025-08-28 11:43:00+00:00,long,2025-08-28 11:59:00+00:00,0.06609838418200141,"partial,remainder",partial_10pip|sl_be
2025-08-28 13:05:00+00:00,short,2025-08-28 13:05:00+00:00,0.06619741289465024,"partial,remainder",partial_10pip|sl
2025-08-28 14:20:00+00:00,long,2025-08-28 14:21:00+00:00,-0.05864842420246763,remainder,sl
2025-08-29 13:25:00+00:00,long,2025-08-29 13:25:00+00:00,-0.024138892849688495,remainder,sl
2025-08-29 15:08:00+00:00,long,2025-08-29 15:08:00+00:00,-0.04578929930054923,remainder,sl
2025-09-01 13:21:00+00:00,long,2025-09-01 13:25:00+00:00,0.0647438665299344,"partial,remainder",partial_10pip|sl
2025-09-02 10:22:00+00:00,long,2025-09-02 10:22:00+00:00,-0.02370676061636452,remainder,sl
2025-09-03 11:23:00+00:00,long,2025-09-03 11:27:00+00:00,-0.04512844824828319,remainder,sl
2025-09-04 11:56:00+00:00,long,2025-09-04 11:56:00+00:00,-0.03809038518893029,remainder,sl
