trades,wins,losses,wr,pf,net,net_pct,max_dd_pct,avg_w,avg_l,sl_hits,tp_hits,symbol
17,11,6,64.70588235294117,5.410674594926329,888.4820908734582,8.884820908734582,-1.002458060362351,99.08373988591505,-33.57317464526823,6,11,XAUUSD
42,20,22,47.61904761904761,0.8178583630220992,-146.18136904182575,-1.4618136904182575,-3.7972588558023377,32.81941931909363,-36.480443428349936,22,20,PAXGUSDT
19,8,11,42.10526315789473,1.5959418207000957,449.80742239389656,4.498074223938966,-3.319251763891625,150.57394273328703,-68.6167381338543,11,8,BTCUSDT
