entry_time,direction,entry_price,exit_time,exit_price,sl_price,tp_price,pnl,exit_hit,mode,poi_kind
2026-03-10 18:25:00+00:00,long,5192.445,2026-03-11 12:45:00+00:00,5169.675,5169.675,5228.445,-13.155652106088477,SL,aggressive,ob
2026-03-16 12:30:00+00:00,short,5022.128,2026-03-16 13:15:00+00:00,5025.145,5025.145,5009.495,-1.8022240771247178,SL,aggressive,ob
2026-03-25 09:50:00+00:00,long,4537.585,2026-03-25 11:00:00+00:00,4562.915,4527.165,4562.915,16.746793723974267,TP,aggressive,ob
2026-03-25 12:35:00+00:00,long,4537.685,2026-03-25 13:00:00+00:00,4562.915,4521.195,4562.915,16.680311656714533,TP,aggressive,ob
2026-03-25 15:20:00+00:00,long,4546.055,2026-03-25 19:05:00+00:00,4524.415,4524.415,4585.475,-14.280513544161032,SL,aggressive,ob
2026-03-26 13:50:00+00:00,short,4452.095,2026-03-26 14:20:00+00:00,4460.705,4460.705,4419.955,-5.801762990232468,SL,aggressive,fvg
2026-03-26 14:25:00+00:00,short,4458.258,2026-03-26 14:30:00+00:00,4469.855,4469.855,4419.955,-7.803720646045891,SL,aggressive,fvg
2026-03-26 20:15:00+00:00,short,4396.068,2026-03-26 20:20:00+00:00,4413.885,4413.885,4367.228,-12.158820109243083,SL,aggressive,fvg
2026-03-27 20:45:00+00:00,long,4505.445,2026-03-27 20:45:00+00:00,4497.855,4497.855,4523.985,-5.053884799392832,SL,aggressive,fvg
2026-03-31 07:25:00+00:00,long,4550.348,2026-03-31 10:35:00+00:00,4545.885,4545.885,4578.455,-2.9424123165962723,SL,aggressive,ob
2026-04-01 02:45:00+00:00,long,4681.395,2026-04-01 04:00:00+00:00,4677.148,4677.148,4696.185,-2.7216246439364533,SL,aggressive,ob
2026-04-10 02:15:00+00:00,long,4752.335,2026-04-10 02:15:00+00:00,4747.745,4747.745,4759.385,-2.897523007111333,SL,aggressive,ob
2026-04-10 20:20:00+00:00,long,4750.765,2026-04-10 20:20:00+00:00,4749.858,4749.858,4757.345,-0.5727498623906798,SL,aggressive,ob
2026-04-13 15:10:00+00:00,long,4705.275,2026-04-13 16:15:00+00:00,4723.625,4699.525,4723.625,11.699634984140372,TP,aggressive,fvg
2026-04-15 02:35:00+00:00,long,4826.875,2026-04-15 02:35:00+00:00,4823.558,4823.558,4843.018,-2.061582286676167,SL,aggressive,ob
2026-04-15 02:40:00+00:00,long,4829.098,2026-04-15 02:55:00+00:00,4820.655,4820.655,4843.018,-5.245078894650851,SL,aggressive,ob
2026-04-15 03:00:00+00:00,long,4823.985,2026-04-15 03:00:00+00:00,4819.895,4819.895,4843.018,-2.543540247326165,SL,aggressive,fvg
2026-04-16 13:50:00+00:00,long,4813.795,2026-04-16 13:50:00+00:00,4808.748,4808.748,4822.915,-3.1453354370099764,SL,aggressive,fvg
2026-04-17 00:10:00+00:00,long,4790.335,2026-04-17 00:45:00+00:00,4798.395,4785.135,4798.395,5.0476636811415485,TP,aggressive,ob
2026-04-17 06:25:00+00:00,long,4787.315,2026-04-17 06:25:00+00:00,4783.525,4783.525,4794.235,-2.3750265023295714,SL,aggressive,ob
2026-04-22 13:50:00+00:00,short,4756.765,2026-04-22 14:00:00+00:00,4745.585,4761.325,4745.585,7.051010508192199,TP,aggressive,ob
2026-04-23 14:15:00+00:00,long,4723.985,2026-04-23 15:15:00+00:00,4739.285,4718.515,4739.285,9.716372935138564,TP,aggressive,fvg
2026-04-23 15:55:00+00:00,long,4716.895,2026-04-23 15:55:00+00:00,4716.135,4716.135,4721.035,-0.48336882631490735,SL,aggressive,fvg
2026-04-23 16:00:00+00:00,long,4720.345,2026-04-23 16:05:00+00:00,4715.475,4715.475,4729.035,-3.095112751292474,SL,aggressive,fvg
2026-04-23 16:10:00+00:00,long,4720.155,2026-04-23 16:35:00+00:00,4729.035,4714.905,4729.035,5.643882457249885,TP,aggressive,fvg
2026-04-23 17:15:00+00:00,long,4715.875,2026-04-23 17:15:00+00:00,4705.005,4705.005,4739.285,-6.914941553794295,SL,aggressive,fvg
2026-04-28 17:45:00+00:00,short,4598.795,2026-04-29 00:00:00+00:00,4601.745,4601.745,4557.085,-1.9244171571029918,SL,aggressive,ob
2026-04-29 04:40:00+00:00,short,4602.955,2026-04-29 05:00:00+00:00,4605.945,4605.945,4591.885,-1.9487481411396255,SL,aggressive,ob
2026-04-30 12:35:00+00:00,long,4627.585,2026-04-30 12:50:00+00:00,4635.285,4623.615,4635.285,4.991804580574847,TP,aggressive,ob
2026-05-04 14:25:00+00:00,short,4576.635,2026-05-04 14:40:00+00:00,4582.435,4582.435,4562.325,-3.8019199695847594,SL,aggressive,ob
2026-05-04 14:45:00+00:00,short,4574.365,2026-05-04 14:55:00+00:00,4560.045,4583.505,4560.045,9.391467449580242,TP,aggressive,ob
2026-05-07 01:05:00+00:00,long,4692.385,2026-05-07 01:10:00+00:00,4708.435,4684.465,4708.435,10.261306350608603,TP,aggressive,ob
2026-05-07 15:55:00+00:00,long,4732.165,2026-05-07 15:55:00+00:00,4728.085,4728.085,4739.275,-2.5865539346155053,SL,aggressive,fvg
2026-05-12 01:45:00+00:00,long,4728.995,2026-05-12 03:45:00+00:00,4719.645,4719.645,4748.485,-5.931492843616532,SL,aggressive,fvg
2026-05-14 12:25:00+00:00,short,4705.165,2026-05-14 12:30:00+00:00,4707.798,4707.798,4696.585,-1.6787934110704794,SL,aggressive,ob
2026-05-14 12:45:00+00:00,short,4697.588,2026-05-14 13:40:00+00:00,4677.425,4707.635,4677.425,12.876608165722212,TP,aggressive,ob
2026-05-19 04:05:00+00:00,long,4544.015,2026-05-19 04:10:00+00:00,4540.645,4540.645,4549.675,-2.224904627295392,SL,aggressive,fvg
2026-05-19 09:20:00+00:00,long,4539.915,2026-05-19 10:35:00+00:00,4535.465,4535.465,4549.675,-2.9405836893420814,SL,aggressive,ob
2026-05-19 10:40:00+00:00,long,4540.845,2026-05-19 10:40:00+00:00,4533.375,4533.375,4554.575,-4.9352047911789025,SL,aggressive,ob
2026-05-20 07:05:00+00:00,short,4477.105,2026-05-20 07:05:00+00:00,4479.515,4479.515,4464.615,-1.614882831651769,SL,aggressive,fvg
2026-05-20 14:25:00+00:00,short,4502.585,2026-05-20 14:30:00+00:00,4511.255,4511.255,4480.765,-5.776681617337645,SL,aggressive,ob
2026-05-22 10:40:00+00:00,long,4517.785,2026-05-22 10:40:00+00:00,4513.795,4513.795,4528.625,-2.6495284746837986,SL,aggressive,ob
2026-05-22 17:35:00+00:00,short,4519.805,2026-05-22 19:25:00+00:00,4506.978,4528.198,4506.978,8.5138628768278,TP,aggressive,ob
2026-05-26 10:55:00+00:00,short,4534.558,2026-05-26 11:25:00+00:00,4522.735,4540.875,4522.735,7.821931045980878,TP,aggressive,ob
2026-05-27 18:25:00+00:00,short,4454.795,2026-05-27 20:15:00+00:00,4458.635,4458.635,4427.875,-2.5859775814600754,SL,aggressive,ob
2026-05-29 08:55:00+00:00,long,4513.745,2026-05-29 09:10:00+00:00,4526.235,4509.175,4526.235,8.301310774090991,TP,aggressive,ob
2026-06-02 03:30:00+00:00,short,4494.805,2026-06-02 03:30:00+00:00,4497.645,4497.645,4490.178,-1.8955216077227903,SL,aggressive,fvg
2026-06-02 03:35:00+00:00,short,4493.845,2026-06-02 04:00:00+00:00,4499.715,4499.715,4479.415,-3.9186932348578267,SL,aggressive,fvg
2026-06-02 08:50:00+00:00,long,4529.245,2026-06-02 08:55:00+00:00,4526.945,4526.945,4534.355,-1.5234327133993737,SL,aggressive,fvg
2026-06-03 11:10:00+00:00,short,4463.125,2026-06-03 13:20:00+00:00,4447.515,4468.405,4447.515,10.49264808850279,TP,aggressive,ob
2026-06-04 14:55:00+00:00,long,4463.735,2026-06-04 15:35:00+00:00,4475.525,4456.545,4475.525,7.923857487059579,TP,aggressive,ob
2026-06-07 23:35:00+00:00,short,4333.635,2026-06-07 23:35:00+00:00,4336.795,4336.795,4322.955,-2.187540021252266,SL,aggressive,fvg
2026-06-11 07:20:00+00:00,short,4104.715,2026-06-11 07:20:00+00:00,4106.615,4106.615,4100.535,-1.3886469584365562,SL,aggressive,ob
2026-06-11 15:55:00+00:00,short,4090.425,2026-06-11 16:10:00+00:00,4095.805,4095.805,4077.295,-3.9458002530296885,SL,aggressive,ob
2026-06-12 06:00:00+00:00,long,4173.065,2026-06-12 06:00:00+00:00,4178.645,4170.075,4178.645,4.0114400326864095,TP,aggressive,fvg
2026-06-12 07:35:00+00:00,long,4173.945,2026-06-12 07:55:00+00:00,4186.125,4169.455,4186.125,8.754307974829777,TP,aggressive,fvg
2026-06-17 04:25:00+00:00,long,4329.265,2026-06-17 04:25:00+00:00,4327.255,4327.255,4332.655,-1.392846129770447,SL,aggressive,ob
2026-06-18 13:45:00+00:00,short,4264.145,2026-06-18 14:00:00+00:00,4239.648,4272.575,4239.648,17.234639065979437,TP,aggressive,fvg
2026-06-21 22:05:00+00:00,long,4156.535,2026-06-21 23:45:00+00:00,4138.325,4138.325,4194.335,-13.143158905193896,SL,aggressive,ob
2026-06-25 22:20:00+00:00,long,4021.865,2026-06-25 22:20:00+00:00,4020.648,4020.648,4033.885,-0.9077878049111372,SL,aggressive,fvg
2026-06-25 22:30:00+00:00,long,4024.595,2026-06-25 22:35:00+00:00,4033.885,4019.365,4033.885,6.924920395717148,TP,aggressive,fvg
2026-07-01 16:40:00+00:00,long,4076.835,2026-07-01 16:40:00+00:00,4075.705,4075.705,4115.485,-0.8315273980919825,SL,aggressive,fvg
2026-07-03 05:25:00+00:00,long,4174.175,2026-07-03 05:45:00+00:00,4172.255,4172.255,4186.565,-1.3799133960603516,SL,aggressive,fvg
2026-07-06 02:40:00+00:00,long,4173.025,2026-07-06 03:00:00+00:00,4167.875,4167.875,4181.675,-3.702350213573825,SL,aggressive,ob
2026-07-06 03:05:00+00:00,long,4170.505,2026-07-06 03:10:00+00:00,4165.795,4165.795,4178.975,-3.3880789017157658,SL,aggressive,fvg
2026-07-07 18:40:00+00:00,long,4141.085,2026-07-07 18:45:00+00:00,4138.265,4138.265,4148.085,-2.0429428519335215,SL,aggressive,fvg
2026-07-08 00:30:00+00:00,short,4105.135,2026-07-08 00:30:00+00:00,4108.165,4108.165,4093.535,-2.2142998951311554,SL,aggressive,fvg
2026-07-14 15:45:00+00:00,long,4073.745,2026-07-14 15:55:00+00:00,4065.445,4065.445,4089.575,-6.112311889919272,SL,aggressive,fvg
2026-07-15 10:15:00+00:00,short,4033.505,2026-07-15 10:20:00+00:00,4028.995,4036.255,4028.995,3.354402684514003,TP,aggressive,ob
2026-07-15 10:25:00+00:00,short,4029.205,2026-07-15 11:40:00+00:00,4035.815,4035.815,4017.155,-4.921566413225532,SL,aggressive,ob
2026-07-16 12:20:00+00:00,long,4028.715,2026-07-16 12:40:00+00:00,4012.045,4012.045,4061.065,-12.4133873952365,SL,aggressive,ob
2026-07-17 13:40:00+00:00,short,3993.575,2026-07-17 14:20:00+00:00,4003.945,4003.945,3976.155,-7.790012707912344,SL,aggressive,ob
2026-07-17 14:25:00+00:00,short,4002.395,2026-07-17 15:00:00+00:00,4004.615,4004.615,3987.595,-1.6640036777977685,SL,aggressive,fvg
2026-07-20 12:10:00+00:00,long,4015.945,2026-07-20 12:10:00+00:00,4012.095,4012.095,4023.645,-2.8760354038715894,SL,aggressive,fvg
2026-07-22 13:00:00+00:00,long,4112.865,2026-07-22 13:10:00+00:00,4122.215,4106.765,4122.215,6.82006338647174,TP,aggressive,fvg
2026-07-27 05:50:00+00:00,long,4086.135,2026-07-27 06:05:00+00:00,4094.535,4083.645,4094.535,6.16719711903765,TP,aggressive,ob
