entry_time,direction,entry_price,exit_time,exit_price,sl_price,tp_price,pnl,exit_hit,mode,poi_kind
2025-08-13 05:50:00+00:00,short,3347.275,2025-08-13 06:15:00+00:00,3354.685,3354.685,3335.915,-6.641223084449161,SL,conservative,ob
2025-08-20 16:10:00+00:00,long,3342.895,2025-08-20 22:00:00+00:00,3350.198,3338.205,3350.198,6.553900137455604,TP,conservative,ob
2025-09-01 23:30:00+00:00,long,3477.398,2025-09-02 01:10:00+00:00,3485.798,3473.378,3485.798,7.246797749351356,TP,conservative,fvg
2025-10-23 12:40:00+00:00,long,4124.585,2025-10-24 06:00:00+00:00,4100.455,4100.455,4161.165,-17.550856631636957,SL,conservative,ob
2025-11-07 04:30:00+00:00,long,3996.155,2025-11-07 14:35:00+00:00,3984.775,3984.775,4015.905,-8.54321216269147,SL,conservative,ob
2025-11-17 13:45:00+00:00,short,4069.045,2025-11-17 19:35:00+00:00,4031.955,4092.565,4031.955,27.34548278527282,TP,conservative,fvg
2025-11-25 12:50:00+00:00,short,4120.885,2025-11-25 13:10:00+00:00,4139.085,4139.085,4087.685,-13.249581097264167,SL,conservative,ob
2026-01-15 16:45:00+00:00,short,4606.948,2026-01-16 15:25:00+00:00,4580.065,4624.825,4580.065,17.505949709005215,TP,conservative,ob
2026-01-27 13:50:00+00:00,short,5075.235,2026-01-27 16:10:00+00:00,5093.195,5093.195,5028.745,-10.61625717823906,SL,conservative,ob
2026-02-13 11:05:00+00:00,short,4945.985,2026-02-13 13:30:00+00:00,4989.815,4989.815,4877.255,-26.585199914678224,SL,conservative,fvg
2026-03-31 08:05:00+00:00,long,4568.115,2026-03-31 10:35:00+00:00,4545.885,4545.885,4619.195,-14.599019508046249,SL,conservative,ob
2026-04-13 16:25:00+00:00,long,4726.185,2026-04-13 23:00:00+00:00,4764.065,4702.478,4764.065,24.044763376803402,TP,conservative,fvg
2026-04-17 00:50:00+00:00,long,4799.135,2026-04-17 01:05:00+00:00,4785.135,4785.135,4821.298,-8.751577107124513,SL,conservative,ob
2026-04-22 14:40:00+00:00,short,4736.905,2026-04-23 05:30:00+00:00,4692.088,4761.325,4692.088,28.383723127231818,TP,conservative,ob
2026-05-14 13:35:00+00:00,short,4684.005,2026-05-15 00:25:00+00:00,4638.225,4707.635,4638.225,29.321061783665737,TP,conservative,ob
2026-06-12 08:05:00+00:00,long,4197.645,2026-06-14 22:00:00+00:00,4246.415,4169.455,4246.415,34.85525812687794,TP,conservative,fvg
2026-06-21 22:15:00+00:00,long,4151.185,2026-06-21 23:45:00+00:00,4138.325,4138.325,4178.345,-9.293731789838743,SL,conservative,ob
2026-06-25 22:45:00+00:00,long,4028.125,2026-06-25 23:45:00+00:00,4019.365,4019.365,4041.905,-6.524127230411334,SL,conservative,fvg
2026-07-27 06:35:00+00:00,long,4095.795,2026-07-27 12:15:00+00:00,4083.645,4083.645,4116.145,-8.899371184348892,SL,conservative,ob
2026-07-28 09:00:00+00:00,short,4045.115,2026-07-28 09:55:00+00:00,4022.755,4055.515,4022.755,16.582964884805257,TP,conservative,fvg
2026-08-04 06:45:00+00:00,short,4059.905,2026-08-04 08:00:00+00:00,4068.055,4068.055,4047.085,-6.022308403767799,SL,conservative,ob
2026-08-04 22:40:00+00:00,long,4084.215,2026-08-04 23:00:00+00:00,4074.545,4074.545,4106.402,-7.1029561372259336,SL,conservative,fvg
