entry_time,direction,entry_price,exit_time,exit_price,sl_price,tp_price,pnl,exit_hit
2025-09-22 10:00:00+00:00,long,0.65967,2025-09-26 10:30:00+00:00,0.6523125,0.6523125,0.67065,-33.45991177406893,SL
2025-09-28 23:25:00+00:00,long,0.65506,2025-09-30 14:45:00+00:00,0.66276,0.65034,0.66276,35.26394528745477,TP
2025-09-30 23:05:00+00:00,long,0.66178,2025-10-01 12:15:00+00:00,0.66276,0.65469,0.66276,4.442563994076495,TP
2025-10-24 05:15:00+00:00,short,0.64986,2025-10-24 06:35:00+00:00,0.6503425,0.6503425,0.64399,-2.2274028252241362,SL
2025-11-03 16:55:00+00:00,long,0.65349,2025-11-04 14:30:00+00:00,0.6484224999999999,0.6484224999999999,0.66172,-23.263554147730403,SL
2025-11-17 22:45:00+00:00,long,0.64945,2025-11-18 04:05:00+00:00,0.6474899999999999,0.6474899999999999,0.65799,-9.053814766341088,SL
2026-01-08 20:00:00+00:00,long,0.66947,2026-01-09 08:20:00+00:00,0.667805,0.667805,0.67271,-7.461125965315969,SL
2026-01-09 20:30:00+00:00,long,0.66891,2026-01-09 21:35:00+00:00,0.66878,0.66878,0.67661,-0.5830380768711643,SL
2026-01-16 04:25:00+00:00,long,0.67051,2026-01-16 15:35:00+00:00,0.6678000000000001,0.6678000000000001,0.67269,-12.1250988053869,SL
2026-02-02 20:45:00+00:00,long,0.69486,2026-02-09 18:55:00+00:00,0.70938,0.6769725,0.70938,62.68888697003703,TP
2026-02-09 18:55:00+00:00,long,0.70934,2026-02-09 19:15:00+00:00,0.70938,0.69546,0.70938,0.1691713423747709,TP
2026-02-16 20:15:00+00:00,long,0.70759,2026-03-03 15:00:00+00:00,0.6967825,0.6967825,0.71467,-45.82102630054161,SL
2026-03-04 21:55:00+00:00,short,0.70734,2026-03-05 08:20:00+00:00,0.7015,0.7113775,0.7015,24.7688523199591,TP
2026-03-06 04:35:00+00:00,short,0.70336,2026-03-10 06:30:00+00:00,0.709595,0.709595,0.69437,-26.593778434940816,SL
2026-04-06 11:10:00+00:00,short,0.69227,2026-04-06 11:45:00+00:00,0.6930625,0.6930625,0.68329,-3.434353648142952,SL
2026-04-22 13:35:00+00:00,long,0.7159,2026-04-23 00:15:00+00:00,0.714175,0.714175,0.72214,-7.22866322112017,SL
2026-05-11 00:30:00+00:00,long,0.72397,2026-05-15 05:45:00+00:00,0.71557,0.71557,0.72772,-34.808072157685935,SL
2026-05-28 18:20:00+00:00,short,0.7163,2026-05-28 19:30:00+00:00,0.7165075,0.7165075,0.71152,-0.869049281027151,SL
2026-06-18 05:35:00+00:00,short,0.70315,2026-06-23 02:50:00+00:00,0.69784,0.7060675000000001,0.69784,22.65519448197413,TP
2026-07-02 16:30:00+00:00,short,0.69204,2026-07-30 18:10:00+00:00,0.7032275,0.7032275,0.68648,-48.497919195422305,SL
2026-08-03 12:00:00+00:00,long,0.70081,2026-08-04 03:20:00+00:00,0.7021,0.6946675,0.7021,5.522181475720533,TP
