label,symbol,interval,htf,bars,signals,total_trades,wins,losses,win_rate,expectancy_R,profit_factor,max_drawdown,total_return,final_equity,net_pnl,long_trades,short_trades,tp_exits,stop_exits
full_0.30%,BTCUSDT,5m,4h,105120,15,15,6,9,0.4,0.10922577548664189,1.2587366778885567,-0.046557318032320306,0.015671051880102205,10156.710518801023,156.71051880102277,5,10,3,6
full_0.30%,PAXGUSDT,5m,4h,105120,27,27,10,17,0.37037037037037035,-0.09096900298077647,0.5118378471877667,-0.027408973254699726,-0.024405581091200834,9755.944189087992,-244.05581091200838,20,7,3,5
tv_0.1%,BTCUSDT,5m,4h,105120,15,15,6,9,0.4,0.16954816052545468,1.4450841754405135,-0.043252662043726665,0.02486746669583928,10248.674666958392,248.67466695839175,5,10,3,6
tv_0.1%,PAXGUSDT,5m,4h,105120,27,27,10,17,0.37037037037037035,-0.05769473990925874,0.6475272771672365,-0.020471066507153187,-0.015587212939087158,9844.127870609129,-155.87212939087112,20,7,3,5
