symbol,mode,trades,wins,losses,wr,pf,net,net_pct,max_dd_pct
PAXGUSDT,aggressive,266,88,178,33.08270676691729,1.3988595203527134,210.38823001980745,2.1038823001980744,-0.5606524666358382
PAXGUSDT,conservative,42,20,22,47.61904761904761,2.5870927953449607,218.75132755426603,2.1875132755426603,-0.2944613951145038
XAUUSD,aggressive,189,63,126,33.33333333333333,1.2127543031038264,96.79590683580318,0.9679590683580317,-0.7001231225919583
XAUUSD,conservative,22,9,13,40.909090909090914,1.328720532197508,47.460480250745604,0.47460480250745607,-0.5180047660096352
