symbol,timeframe,position_pct,trades,wins,losses,wr,pf,net,net_pct,final_capital,total_fees,max_dd_pct
XAUUSD,1m,0.05,428,226,202,52.80373831775701,1.3339521324886594,2.8810447180021583,0.028810447180021584,10002.881044718002,0.0,-0.00574177251142828
XAUUSD,5m,0.05,60,47,13,78.33333333333333,2.2816272613942847,1.3653681164178124,0.013653681164178125,10001.365368116418,0.0,-0.002569227501953719
PAXGUSDT,1m,0.05,503,0,503,0.0,,-408.6897312527217,-4.086897312527217,9591.310268747278,283.9529557527763,-4.086897312527217
PAXGUSDT,5m,0.05,63,0,63,0.0,,-53.98269311296281,-0.539826931129628,9946.017306887037,37.88946703390369,-0.539826931129628
