,equity
2025-08-07 19:00:00+00:00,10000.0
2025-08-16 20:45:00+00:00,9996.510650699129
2025-08-16 20:55:00+00:00,9993.593108770923
2025-08-20 07:10:00+00:00,9993.086064196974
2025-08-20 07:10:00+00:00,9995.12541269453
2025-08-23 12:05:00+00:00,9989.610860127359
2025-08-24 16:50:00+00:00,9984.367729784526
2025-08-28 12:35:00+00:00,9975.20522397126
2025-08-31 17:20:00+00:00,9969.231041456906
2025-09-12 11:15:00+00:00,9964.232570028866
2025-09-21 21:35:00+00:00,9962.199229348922
2025-09-22 17:00:00+00:00,9961.523932242862
2025-09-22 17:05:00+00:00,9964.068317389672
2025-09-24 21:45:00+00:00,9963.391828057811
2025-09-24 22:00:00+00:00,9961.385718188963
2025-10-05 12:15:00+00:00,9960.659416868886
2025-10-05 12:15:00+00:00,9959.14028220476
2025-10-30 09:50:00+00:00,9958.38267539236
2025-10-30 10:15:00+00:00,9956.378380454666
2025-12-06 20:05:00+00:00,9953.807839753668
2025-12-07 22:00:00+00:00,9950.133882576103
2025-12-13 08:55:00+00:00,9945.070391775855
2025-12-14 11:20:00+00:00,9941.217852290398
2025-12-14 11:30:00+00:00,9937.516237903508
2025-12-14 11:40:00+00:00,9934.896517834877
2025-12-14 13:45:00+00:00,9931.875281818226
2025-12-23 17:55:00+00:00,9924.232173459752
2026-01-04 17:55:00+00:00,9921.462263492105
2026-01-10 09:05:00+00:00,9917.984239166097
2026-01-12 16:35:00+00:00,9907.227244726048
2026-01-13 14:35:00+00:00,9906.305710575461
2026-01-13 14:40:00+00:00,9904.313558951786
2026-01-15 11:50:00+00:00,9903.39245389354
2026-01-15 12:10:00+00:00,9901.400886558988
2026-01-17 17:20:00+00:00,9896.624272337658
2026-02-18 16:25:00+00:00,9892.249814688483
2026-02-21 10:10:00+00:00,9890.107290618349
2026-03-02 08:25:00+00:00,9889.028072803503
2026-03-02 08:40:00+00:00,9887.0409725207
2026-03-28 07:20:00+00:00,9881.375049404265
2026-04-25 18:00:00+00:00,9876.306937586216
2026-05-01 09:30:00+00:00,9875.402416490046
2026-05-01 09:35:00+00:00,9873.41633954403
2026-05-09 13:25:00+00:00,9867.11727412567
2026-05-12 21:15:00+00:00,9861.138178293257
2026-05-17 11:40:00+00:00,9860.241975057568
2026-05-17 12:25:00+00:00,9861.43260702182
2026-06-08 12:20:00+00:00,9860.590686159489
2026-06-08 12:30:00+00:00,9867.432968211871
2026-06-12 10:05:00+00:00,9866.617495500777
2026-06-12 10:05:00+00:00,9822.4876247384
2026-06-13 09:35:00+00:00,9819.91699039098
2026-06-13 14:05:00+00:00,9816.288639419901
2026-06-30 08:15:00+00:00,9812.996474206822
2026-07-05 15:00:00+00:00,9807.705702990925
2026-07-07 13:10:00+00:00,9800.504953030266
2026-07-11 09:50:00+00:00,9799.723815608568
2026-07-11 09:50:00+00:00,9797.870893124225
2026-07-11 10:50:00+00:00,9795.506591199917
2026-07-11 14:25:00+00:00,9791.588388563436
2026-07-19 09:55:00+00:00,9790.83912358677
2026-07-19 10:00:00+00:00,9790.688278633854
2026-07-30 09:35:00+00:00,9789.92217641867
2026-07-30 09:40:00+00:00,9787.951998000917
