entry_time,exit_time,direction,leg,pnl,exit_hit
2025-08-20 09:35:00+00:00,2025-08-20 09:35:00+00:00,long,remainder,-2.585911095765639,runner_resistance
2025-08-20 09:37:00+00:00,2025-08-20 09:37:00+00:00,long,remainder,-2.5852342867221583,runner_resistance
2025-08-20 09:39:00+00:00,2025-08-20 09:39:00+00:00,long,remainder,-2.584557654819524,runner_resistance
2025-08-20 09:41:00+00:00,2025-08-20 09:41:00+00:00,long,remainder,-2.5690192402046144,runner_resistance
2025-08-20 09:45:00+00:00,2025-08-20 09:45:00+00:00,long,remainder,-2.5683507196957978,runner_resistance
2025-08-20 09:48:00+00:00,2025-08-20 09:48:00+00:00,long,remainder,-2.567682373152075,runner_resistance
2025-08-20 09:50:00+00:00,2025-08-20 09:50:00+00:00,long,remainder,-2.552163750565487,runner_resistance
2025-08-20 20:18:00+00:00,2025-08-20 20:28:00+00:00,long,remainder,-1.0124599197914868,runner_resistance
2025-08-20 21:10:00+00:00,2025-08-20 21:12:00+00:00,long,remainder,-1.8984145577934268,runner_resistance
2025-08-20 21:34:00+00:00,2025-08-20 21:34:00+00:00,long,remainder,-2.134152442484656,runner_resistance
2025-08-20 21:38:00+00:00,2025-08-20 21:38:00+00:00,long,remainder,-2.0009140435410604,ema21_close
2025-08-21 08:25:00+00:00,2025-08-21 08:25:00+00:00,long,remainder,-2.3993764372630944,runner_resistance
2025-08-21 08:27:00+00:00,2025-08-21 08:27:00+00:00,long,remainder,-2.384025737382814,runner_resistance
2025-08-21 08:29:00+00:00,2025-08-21 08:29:00+00:00,long,remainder,-2.383448878609892,runner_resistance
2025-08-21 08:31:00+00:00,2025-08-21 08:31:00+00:00,long,remainder,-2.3828721594185347,runner_resistance
2025-08-21 08:42:00+00:00,2025-08-21 08:42:00+00:00,long,remainder,-2.397012902948486,ema21_close
2025-08-22 17:40:00+00:00,2025-08-22 17:40:00+00:00,long,remainder,-2.0857711855202914,ema21_close
2025-08-22 18:00:00+00:00,2025-08-22 18:00:00+00:00,long,remainder,-2.0999554191513092,runner_resistance
2025-08-22 18:02:00+00:00,2025-08-22 18:09:00+00:00,long,remainder,-1.3676906104817088,runner_resistance
2025-08-23 13:34:00+00:00,2025-08-23 13:34:00+00:00,short,remainder,-1.9821528066177891,ema21_close
2025-08-23 13:39:00+00:00,2025-08-23 13:39:00+00:00,short,remainder,-3.6364520891012253,runner_support
2025-08-24 07:24:00+00:00,2025-08-24 07:25:00+00:00,long,remainder,-2.083376651541465,ema21_close
2025-08-24 07:46:00+00:00,2025-08-24 08:00:00+00:00,long,remainder,-2.03906600780561,ema21_close
2025-08-24 19:32:00+00:00,2025-08-24 19:36:00+00:00,short,remainder,-1.8047060002687796,runner_support
2025-08-25 08:14:00+00:00,2025-08-25 08:18:00+00:00,short,partial,-0.5156253894625042,partial_tp
2025-08-25 08:14:00+00:00,2025-08-25 08:18:00+00:00,short,remainder,-0.6766889703844059,runner_support
2025-08-25 12:27:00+00:00,2025-08-25 12:27:00+00:00,long,remainder,-1.4242233743595543,ema21_close
2025-08-25 12:29:00+00:00,2025-08-25 12:30:00+00:00,long,remainder,-2.183823222583478,ema21_close
2025-08-25 20:49:00+00:00,2025-08-25 20:49:00+00:00,short,partial,-0.5138911827632968,partial_tp
2025-08-25 20:49:00+00:00,2025-08-25 20:49:00+00:00,short,remainder,-2.242586847519159,runner_support
2025-08-26 16:06:00+00:00,2025-08-26 16:07:00+00:00,long,partial,-0.5226994927594395,partial_tp
2025-08-26 16:06:00+00:00,2025-08-26 16:10:00+00:00,long,remainder,-1.9782416717504379,breakeven
2025-08-26 16:13:00+00:00,2025-08-26 16:15:00+00:00,long,remainder,-2.0359452802682227,ema21_close
2025-08-26 16:17:00+00:00,2025-08-26 16:17:00+00:00,long,remainder,-2.704768971940958,ema21_close
2025-08-26 20:34:00+00:00,2025-08-26 20:34:00+00:00,long,remainder,-5.098792950878015,runner_resistance
2025-08-26 21:06:00+00:00,2025-08-26 21:06:00+00:00,long,remainder,-2.831450945659317,runner_resistance
2025-08-26 21:10:00+00:00,2025-08-26 21:10:00+00:00,long,remainder,-2.845130455794293,runner_resistance
2025-08-26 21:15:00+00:00,2025-08-26 21:15:00+00:00,long,remainder,-2.8298118662236145,runner_resistance
2025-08-26 21:17:00+00:00,2025-08-26 21:17:00+00:00,long,remainder,-2.828994774719272,runner_resistance
2025-08-26 21:19:00+00:00,2025-08-26 21:19:00+00:00,long,remainder,-2.8281779191452885,runner_resistance
2025-08-26 21:21:00+00:00,2025-08-26 21:21:00+00:00,long,remainder,-2.8273612994335386,runner_resistance
2025-08-26 21:23:00+00:00,2025-08-26 21:23:00+00:00,long,remainder,-2.8265449155159192,runner_resistance
2025-08-26 21:25:00+00:00,2025-08-26 21:25:00+00:00,long,remainder,-2.825728767324347,runner_resistance
2025-08-26 21:27:00+00:00,2025-08-26 21:27:00+00:00,long,remainder,-2.8249128547907567,runner_resistance
2025-08-26 21:29:00+00:00,2025-08-26 21:29:00+00:00,long,remainder,-2.824097177847103,runner_resistance
2025-08-26 21:31:00+00:00,2025-08-26 21:31:00+00:00,long,remainder,-2.8232817364253613,runner_resistance
2025-08-26 21:33:00+00:00,2025-08-26 21:33:00+00:00,long,remainder,-2.836921778887171,runner_resistance
2025-08-26 21:35:00+00:00,2025-08-26 21:35:00+00:00,long,remainder,-2.8216473860077906,runner_resistance
2025-08-27 10:12:00+00:00,2025-08-27 10:12:00+00:00,short,remainder,-6.144504705941252,runner_support
2025-08-27 17:02:00+00:00,2025-08-27 17:12:00+00:00,long,remainder,-1.6496460151293193,ema21_close
2025-08-27 17:14:00+00:00,2025-08-27 17:14:00+00:00,long,remainder,-2.2119343060369365,ema21_close
2025-08-28 11:45:00+00:00,2025-08-28 11:51:00+00:00,long,remainder,-2.8418125329996653,ema21_close
2025-08-28 11:55:00+00:00,2025-08-28 11:59:00+00:00,long,full,-5.165616673429098,init_sl
2025-08-28 12:01:00+00:00,2025-08-28 12:01:00+00:00,long,remainder,-2.265838677055636,ema21_close
2025-08-28 15:00:00+00:00,2025-08-28 15:00:00+00:00,long,remainder,-1.1916800038612916,runner_resistance
2025-08-28 17:06:00+00:00,2025-08-28 17:06:00+00:00,long,remainder,-1.9923884197475232,ema21_close
2025-08-29 08:42:00+00:00,2025-08-29 08:42:00+00:00,long,remainder,-2.5200027631642694,ema21_close
2025-08-30 11:31:00+00:00,2025-08-30 11:31:00+00:00,short,remainder,-12.96815043641454,runner_support
2025-08-30 11:35:00+00:00,2025-08-30 11:40:00+00:00,short,remainder,-1.9742159850231278,ema21_close
2025-08-30 12:43:00+00:00,2025-08-30 12:43:00+00:00,long,partial,-0.5550984263940746,partial_tp
2025-08-30 12:43:00+00:00,2025-08-30 12:43:00+00:00,long,remainder,-0.4005895637930226,runner_resistance
2025-08-30 19:35:00+00:00,2025-08-30 19:35:00+00:00,long,remainder,-1.973585496613932,runner_resistance
2025-08-30 19:38:00+00:00,2025-08-30 19:38:00+00:00,long,remainder,-1.9872313286901002,runner_resistance
2025-08-30 19:40:00+00:00,2025-08-30 19:40:00+00:00,long,remainder,-1.9868252720435908,runner_resistance
2025-08-30 19:43:00+00:00,2025-08-30 19:43:00+00:00,long,remainder,-1.9864192983677946,runner_resistance
2025-08-30 21:32:00+00:00,2025-08-30 21:32:00+00:00,long,remainder,-1.9719640095057627,ema21_close
2025-08-31 17:03:00+00:00,2025-08-31 17:06:00+00:00,long,remainder,-2.1675938100127325,ema21_close
2025-09-01 13:45:00+00:00,2025-09-01 13:45:00+00:00,long,remainder,-0.9406181935034703,runner_resistance
2025-09-01 19:28:00+00:00,2025-09-01 19:28:00+00:00,short,remainder,-4.031059657301741,runner_support
2025-09-03 11:40:00+00:00,2025-09-03 11:40:00+00:00,long,remainder,-2.4190056246475646,ema21_close
2025-09-03 13:32:00+00:00,2025-09-03 13:32:00+00:00,long,remainder,-3.015230919035484,ema21_close
2025-09-04 18:22:00+00:00,2025-09-04 18:22:00+00:00,short,remainder,-2.8016430553812244,ema21_close
2025-09-05 21:18:00+00:00,2025-09-05 21:20:00+00:00,short,full,-4.583487033430746,init_sl
2025-09-06 12:50:00+00:00,2025-09-06 12:50:00+00:00,long,remainder,-3.524636774272678,runner_resistance
2025-09-06 12:54:00+00:00,2025-09-06 12:57:00+00:00,long,partial,-0.6093830885024882,partial_tp
2025-09-06 12:54:00+00:00,2025-09-06 12:57:00+00:00,long,remainder,-1.1599534950495283,runner_resistance
2025-09-11 21:36:00+00:00,2025-09-11 21:36:00+00:00,long,remainder,-5.934097588614094,runner_resistance
2025-09-11 21:38:00+00:00,2025-09-11 21:38:00+00:00,long,remainder,-5.930464436615106,runner_resistance
2025-09-11 21:40:00+00:00,2025-09-11 21:40:00+00:00,long,remainder,-5.940125006021146,runner_resistance
2025-09-11 21:42:00+00:00,2025-09-11 21:42:00+00:00,long,remainder,-6.188849612765428,runner_resistance
2025-09-13 07:20:00+00:00,2025-09-13 07:27:00+00:00,long,full,-6.286572411822402,init_sl
2025-09-13 07:48:00+00:00,2025-09-13 07:48:00+00:00,long,full,-5.087076923906873,init_sl
2025-09-14 07:01:00+00:00,2025-09-14 07:10:00+00:00,long,remainder,-1.9842968948706112,ema21_close
2025-09-14 12:46:00+00:00,2025-09-14 12:46:00+00:00,long,remainder,-1.997145835861987,ema21_close
2025-09-14 20:55:00+00:00,2025-09-14 20:55:00+00:00,long,remainder,-6.908675297409319,runner_resistance
2025-09-14 20:57:00+00:00,2025-09-14 20:57:00+00:00,long,remainder,-2.1403411214410295,ema21_close
2025-09-14 21:03:00+00:00,2025-09-14 21:03:00+00:00,long,remainder,-6.480450097735746,runner_resistance
2025-09-14 21:05:00+00:00,2025-09-14 21:05:00+00:00,long,remainder,-6.476095394243375,runner_resistance
2025-09-15 08:35:00+00:00,2025-09-15 08:35:00+00:00,long,remainder,-2.4407921887201818,ema21_close
2025-09-15 15:37:00+00:00,2025-09-15 15:41:00+00:00,long,partial,-0.6292557334149391,partial_tp
2025-09-15 15:37:00+00:00,2025-09-15 15:49:00+00:00,long,remainder,1.5969553890054216,runner_resistance
2025-09-15 16:43:00+00:00,2025-09-15 16:43:00+00:00,long,remainder,-4.027074472632397,ema21_close
2025-09-16 07:10:00+00:00,2025-09-16 07:10:00+00:00,long,partial,-0.6380896445957351,partial_tp
2025-09-16 07:10:00+00:00,2025-09-16 07:11:00+00:00,long,remainder,-1.9380844008353324,breakeven
2025-09-16 20:35:00+00:00,2025-09-16 20:36:00+00:00,long,remainder,-2.587711589014004,ema21_close
2025-09-18 16:42:00+00:00,2025-09-18 16:42:00+00:00,long,remainder,-2.069055400709032,ema21_close
2025-09-18 16:49:00+00:00,2025-09-18 16:51:00+00:00,long,partial,-0.6190352122305656,partial_tp
2025-09-18 16:49:00+00:00,2025-09-18 16:51:00+00:00,long,remainder,-1.0802583723243484,runner_resistance
2025-09-19 09:32:00+00:00,2025-09-19 09:34:00+00:00,long,remainder,-2.697341656759807,ema21_close
2025-09-19 18:35:00+00:00,2025-09-19 18:35:00+00:00,long,remainder,-3.423112860500085,runner_resistance
2025-09-19 18:37:00+00:00,2025-09-19 18:37:00+00:00,long,remainder,-3.421894017736001,runner_resistance
2025-09-19 18:39:00+00:00,2025-09-19 18:39:00+00:00,long,remainder,-3.4206756089563464,runner_resistance
2025-09-19 21:12:00+00:00,2025-09-19 21:12:00+00:00,long,full,-5.871519289338845,init_sl
2025-09-19 21:46:00+00:00,2025-09-19 21:47:00+00:00,long,remainder,-1.3342380797398001,runner_resistance
2025-09-21 09:39:00+00:00,2025-09-21 09:44:00+00:00,short,partial,-0.6293007528584162,partial_tp
2025-09-21 09:39:00+00:00,2025-09-21 09:44:00+00:00,short,remainder,-1.1635280597750501,runner_support
2025-09-21 17:20:00+00:00,2025-09-21 17:20:00+00:00,long,remainder,-3.1793164502241065,runner_resistance
2025-09-22 16:22:00+00:00,2025-09-22 16:22:00+00:00,long,remainder,-1.9182698209941156,ema21_close
2025-09-22 19:18:00+00:00,2025-09-22 19:19:00+00:00,long,remainder,-2.530123746753783,ema21_close
2025-09-24 09:15:00+00:00,2025-09-24 09:19:00+00:00,short,remainder,-0.9023037013565707,runner_support
2025-09-24 12:08:00+00:00,2025-09-24 12:08:00+00:00,long,remainder,-2.995699377948533,ema21_close
2025-09-24 20:16:00+00:00,2025-09-24 20:17:00+00:00,long,full,-5.600050400041242,init_sl
2025-09-24 20:22:00+00:00,2025-09-24 20:23:00+00:00,long,partial,-0.6485363715045398,partial_tp
2025-09-24 20:22:00+00:00,2025-09-24 20:27:00+00:00,long,remainder,-1.813101205517731,ema21_close
2025-09-24 20:29:00+00:00,2025-09-24 20:30:00+00:00,long,remainder,-2.759317049228473,ema21_close
2025-09-26 08:15:00+00:00,2025-09-26 08:16:00+00:00,long,remainder,-3.3034335552302228,ema21_close
2025-09-26 21:12:00+00:00,2025-09-26 21:12:00+00:00,short,remainder,-3.6139325262129445,runner_support
2025-09-27 08:47:00+00:00,2025-09-27 08:47:00+00:00,long,remainder,-10.14938111462878,runner_resistance
2025-09-27 08:49:00+00:00,2025-09-27 08:49:00+00:00,long,remainder,-10.125995297255221,runner_resistance
2025-09-27 08:51:00+00:00,2025-09-27 08:54:00+00:00,long,full,-4.322995264856236,init_sl
2025-09-27 19:25:00+00:00,2025-09-27 19:27:00+00:00,long,remainder,-2.689909703981979,ema21_close
2025-09-27 20:28:00+00:00,2025-09-27 20:28:00+00:00,short,partial,-0.6569417352948579,partial_tp
2025-09-27 20:28:00+00:00,2025-09-27 20:28:00+00:00,short,remainder,-1.5159764459950813,runner_support
2025-09-30 14:28:00+00:00,2025-09-30 14:28:00+00:00,long,full,-3.78958994323758,init_sl
2025-09-30 14:31:00+00:00,2025-09-30 14:31:00+00:00,long,full,-4.9992858131205224,init_sl
2025-09-30 14:36:00+00:00,2025-09-30 14:36:00+00:00,long,full,-2.9953569313274246,init_sl
2025-09-30 14:40:00+00:00,2025-09-30 14:41:00+00:00,long,partial,-0.6823418466916937,partial_tp
2025-09-30 14:40:00+00:00,2025-09-30 14:42:00+00:00,long,remainder,-1.9171518813393822,breakeven
2025-10-05 11:44:00+00:00,2025-10-05 11:46:00+00:00,short,remainder,-1.9287395325488312,ema21_close
2025-10-05 19:28:00+00:00,2025-10-05 19:34:00+00:00,long,remainder,-1.9405661969403076,ema21_close
2025-10-05 19:36:00+00:00,2025-10-05 19:41:00+00:00,long,remainder,-1.940170608846934,ema21_close
2025-10-05 19:52:00+00:00,2025-10-05 20:05:00+00:00,long,remainder,-1.6343338620055055,runner_resistance
2025-10-07 09:47:00+00:00,2025-10-07 09:48:00+00:00,long,full,-5.529325298380467,init_sl
2025-10-10 08:29:00+00:00,2025-10-10 08:32:00+00:00,long,partial,-0.7231418162863283,partial_tp
2025-10-10 08:29:00+00:00,2025-10-10 08:32:00+00:00,long,remainder,-0.3183881504151673,runner_resistance
2025-10-12 21:56:00+00:00,2025-10-12 21:56:00+00:00,long,remainder,-2.1033210088870598,ema21_close
2025-10-17 18:46:00+00:00,2025-10-17 18:46:00+00:00,long,partial,-0.7948235584730037,partial_tp
2025-10-17 18:46:00+00:00,2025-10-17 18:49:00+00:00,long,remainder,-1.9122343933006887,breakeven
2025-10-20 13:29:00+00:00,2025-10-20 13:30:00+00:00,long,full,-8.528899838187927,init_sl
2025-10-20 15:58:00+00:00,2025-10-20 15:58:00+00:00,long,partial,-0.818058806218366,partial_tp
2025-10-20 15:58:00+00:00,2025-10-20 15:58:00+00:00,long,remainder,-0.8726423560759407,runner_resistance
2025-10-20 19:23:00+00:00,2025-10-20 19:24:00+00:00,long,partial,-0.8236881211654692,partial_tp
2025-10-20 19:23:00+00:00,2025-10-20 19:24:00+00:00,long,remainder,0.5876481228695278,runner_resistance
2025-10-29 07:31:00+00:00,2025-10-29 07:31:00+00:00,long,full,-9.589551470612628,init_sl
2025-10-30 19:21:00+00:00,2025-10-30 19:21:00+00:00,long,full,-6.953826927418802,init_sl
2025-11-01 17:37:00+00:00,2025-11-01 17:43:00+00:00,long,remainder,-2.6395482457872874,ema21_close
2025-11-01 17:52:00+00:00,2025-11-01 17:52:00+00:00,long,remainder,-1.9654821596666505,ema21_close
2025-11-05 21:28:00+00:00,2025-11-05 21:29:00+00:00,short,partial,-0.7167803456909922,partial_tp
2025-11-05 21:28:00+00:00,2025-11-05 21:29:00+00:00,short,remainder,-0.6216354796134527,runner_support
2025-11-06 10:48:00+00:00,2025-11-06 10:48:00+00:00,short,full,-2.368136889687887,init_sl
2025-11-08 20:20:00+00:00,2025-11-08 20:24:00+00:00,long,full,-5.804452351856103,init_sl
2025-11-12 09:11:00+00:00,2025-11-12 09:11:00+00:00,long,remainder,-2.558355593966909,ema21_close
2025-11-12 09:19:00+00:00,2025-11-12 09:19:00+00:00,long,full,-6.010712792775299,init_sl
2025-11-13 08:56:00+00:00,2025-11-13 08:56:00+00:00,long,remainder,-2.013616568362205,ema21_close
2025-11-13 12:50:00+00:00,2025-11-13 12:50:00+00:00,long,remainder,-2.348231178789309,ema21_close
2025-11-13 12:52:00+00:00,2025-11-13 12:52:00+00:00,long,partial,-0.7839463848223902,partial_tp
2025-11-13 12:52:00+00:00,2025-11-13 12:52:00+00:00,long,remainder,-0.6164064917411196,runner_resistance
2025-11-13 19:24:00+00:00,2025-11-13 19:24:00+00:00,short,full,-5.878366402143774,init_sl
2025-11-14 12:49:00+00:00,2025-11-14 12:49:00+00:00,short,partial,-0.7476562598605805,partial_tp
2025-11-14 12:49:00+00:00,2025-11-14 12:50:00+00:00,short,remainder,-1.8997751239465819,breakeven
2025-11-15 15:23:00+00:00,2025-11-15 15:23:00+00:00,long,full,-5.618673610639322,init_sl
2025-11-15 15:25:00+00:00,2025-11-15 15:31:00+00:00,long,full,-6.029708407835631,init_sl
2025-11-15 15:39:00+00:00,2025-11-15 15:39:00+00:00,long,remainder,-1.9084094566334584,ema21_close
2025-11-17 20:22:00+00:00,2025-11-17 20:22:00+00:00,short,partial,-0.7222070899749631,partial_tp
2025-11-17 20:22:00+00:00,2025-11-17 20:23:00+00:00,short,remainder,-1.8967586058931256,breakeven
2025-11-20 19:52:00+00:00,2025-11-20 19:53:00+00:00,long,partial,-0.7403448240592145,partial_tp
2025-11-20 19:52:00+00:00,2025-11-20 19:58:00+00:00,long,remainder,2.9463429239998478,runner_resistance
2025-11-21 13:03:00+00:00,2025-11-21 13:03:00+00:00,long,full,-8.045142793487095,init_sl
2025-11-22 17:54:00+00:00,2025-11-22 17:58:00+00:00,short,remainder,-2.1966414230543694,ema21_close
2025-11-22 18:49:00+00:00,2025-11-22 18:49:00+00:00,long,partial,-0.7351231739357951,partial_tp
2025-11-22 18:49:00+00:00,2025-11-22 18:50:00+00:00,long,remainder,-0.630781449714731,runner_resistance
2025-11-23 14:43:00+00:00,2025-11-23 14:45:00+00:00,short,partial,-0.7314322967244553,partial_tp
2025-11-23 14:43:00+00:00,2025-11-23 14:49:00+00:00,short,remainder,0.6988174963547391,runner_support
2025-11-23 17:46:00+00:00,2025-11-23 17:46:00+00:00,long,full,-6.1594152430416385,init_sl
2025-11-24 19:05:00+00:00,2025-11-24 19:05:00+00:00,long,partial,-0.7510531632453112,partial_tp
2025-11-24 19:05:00+00:00,2025-11-24 19:08:00+00:00,long,remainder,-1.8927879008137145,breakeven
2025-11-24 19:10:00+00:00,2025-11-24 19:10:00+00:00,long,full,-5.336838504446052,init_sl
2025-11-24 19:12:00+00:00,2025-11-24 19:12:00+00:00,long,full,-3.531351290823124,init_sl
2025-11-26 16:18:00+00:00,2025-11-26 16:18:00+00:00,long,remainder,-2.0144967262681472,runner_resistance
2025-11-28 18:58:00+00:00,2025-11-28 18:59:00+00:00,long,partial,-0.7793334053524872,partial_tp
2025-11-28 18:58:00+00:00,2025-11-28 19:02:00+00:00,long,remainder,-1.88976960996705,breakeven
2025-11-28 21:44:00+00:00,2025-11-28 21:44:00+00:00,short,remainder,-8.11688316526167,runner_support
2025-11-28 21:46:00+00:00,2025-11-28 21:46:00+00:00,short,remainder,-8.109867277943007,runner_support
2025-11-29 11:45:00+00:00,2025-11-29 11:47:00+00:00,long,remainder,-1.4334860621557937,runner_resistance
2025-11-29 20:11:00+00:00,2025-11-29 20:11:00+00:00,short,remainder,-1.708939851689862,runner_support
2025-12-03 12:58:00+00:00,2025-12-03 12:59:00+00:00,long,partial,-0.7746289394745653,partial_tp
2025-12-03 12:58:00+00:00,2025-12-03 13:00:00+00:00,long,remainder,0.7137573175420602,runner_resistance
2025-12-06 09:53:00+00:00,2025-12-06 09:53:00+00:00,long,remainder,-2.052164087762563,ema21_close
2025-12-10 18:37:00+00:00,2025-12-10 18:39:00+00:00,short,partial,-0.7700994967764929,partial_tp
2025-12-10 18:37:00+00:00,2025-12-10 18:41:00+00:00,short,remainder,0.04376606517598991,runner_support
2025-12-12 09:07:00+00:00,2025-12-12 09:07:00+00:00,long,full,-6.176251099705258,init_sl
2025-12-13 21:54:00+00:00,2025-12-13 21:54:00+00:00,long,remainder,-3.930318400971789,runner_resistance
2025-12-14 10:15:00+00:00,2025-12-14 10:15:00+00:00,long,remainder,-5.812100897936425,runner_resistance
