entry_time,exit_time,direction,leg,pnl,exit_hit
2025-08-16 20:45:00+00:00,2025-08-16 20:45:00+00:00,long,full,-3.4893493008706296,init_sl
2025-08-16 20:55:00+00:00,2025-08-16 20:55:00+00:00,long,full,-2.917541928204776,init_sl
2025-08-20 07:05:00+00:00,2025-08-20 07:10:00+00:00,long,partial,-0.5070445739494693,partial_tp
2025-08-20 07:05:00+00:00,2025-08-20 07:10:00+00:00,long,remainder,2.039348497556193,runner_resistance
2025-08-23 12:00:00+00:00,2025-08-23 12:05:00+00:00,long,full,-5.514552567170489,init_sl
2025-08-24 16:40:00+00:00,2025-08-24 16:50:00+00:00,long,full,-5.24313034283378,init_sl
2025-08-28 12:35:00+00:00,2025-08-28 12:35:00+00:00,long,full,-9.162505813266003,init_sl
2025-08-31 17:10:00+00:00,2025-08-31 17:20:00+00:00,long,full,-5.974182514354565,init_sl
2025-09-12 11:15:00+00:00,2025-09-12 11:15:00+00:00,long,full,-4.998471428039359,init_sl
2025-09-21 21:35:00+00:00,2025-09-21 21:35:00+00:00,long,remainder,-2.033340679944048,ema21_close
2025-09-22 16:55:00+00:00,2025-09-22 17:00:00+00:00,long,partial,-0.6752971060595365,partial_tp
2025-09-22 16:55:00+00:00,2025-09-22 17:05:00+00:00,long,remainder,2.5443851468101593,runner_resistance
2025-09-24 21:45:00+00:00,2025-09-24 21:45:00+00:00,long,partial,-0.6764893318618803,partial_tp
2025-09-24 21:45:00+00:00,2025-09-24 22:00:00+00:00,long,remainder,-2.0061098688480867,breakeven
2025-10-05 11:15:00+00:00,2025-10-05 12:15:00+00:00,long,partial,-0.7263013200777477,partial_tp
2025-10-05 11:15:00+00:00,2025-10-05 12:15:00+00:00,long,remainder,-1.519134664125488,runner_resistance
2025-10-30 09:50:00+00:00,2025-10-30 09:50:00+00:00,long,partial,-0.7576068124001427,partial_tp
2025-10-30 09:50:00+00:00,2025-10-30 10:15:00+00:00,long,remainder,-2.004294937694165,breakeven
2025-12-06 19:55:00+00:00,2025-12-06 20:05:00+00:00,short,remainder,-2.5705407009979178,ema21_close
2025-12-07 22:00:00+00:00,2025-12-07 22:00:00+00:00,long,full,-3.673957177565603,init_sl
2025-12-13 08:25:00+00:00,2025-12-13 08:55:00+00:00,long,full,-5.063490800247678,init_sl
2025-12-14 11:20:00+00:00,2025-12-14 11:20:00+00:00,long,remainder,-3.8525394854574264,runner_resistance
2025-12-14 11:30:00+00:00,2025-12-14 11:30:00+00:00,long,remainder,-3.7016143868903395,runner_resistance
2025-12-14 11:40:00+00:00,2025-12-14 11:40:00+00:00,long,remainder,-2.6197200686305595,ema21_close
2025-12-14 13:30:00+00:00,2025-12-14 13:45:00+00:00,long,remainder,-3.0212360166518755,ema21_close
2025-12-23 17:55:00+00:00,2025-12-23 17:55:00+00:00,long,full,-7.643108358474301,init_sl
2026-01-04 17:50:00+00:00,2026-01-04 17:55:00+00:00,long,remainder,-2.7699099676469157,ema21_close
2026-01-10 09:05:00+00:00,2026-01-10 09:05:00+00:00,long,remainder,-3.4780243260082457,runner_resistance
2026-01-12 16:35:00+00:00,2026-01-12 16:35:00+00:00,long,full,-10.756994440049507,init_sl
2026-01-13 14:35:00+00:00,2026-01-13 14:35:00+00:00,long,partial,-0.9215341505868002,partial_tp
2026-01-13 14:35:00+00:00,2026-01-13 14:40:00+00:00,long,remainder,-1.992151623676339,breakeven
2026-01-15 11:50:00+00:00,2026-01-15 11:50:00+00:00,long,partial,-0.9211050582448881,partial_tp
2026-01-15 11:50:00+00:00,2026-01-15 12:10:00+00:00,long,remainder,-1.9915673345536788,breakeven
2026-01-17 17:20:00+00:00,2026-01-17 17:20:00+00:00,long,full,-4.776614221330276,init_sl
2026-02-18 16:25:00+00:00,2026-02-18 16:25:00+00:00,long,full,-4.374457649175963,init_sl
2026-02-21 10:00:00+00:00,2026-02-21 10:10:00+00:00,long,remainder,-2.1425240701332275,ema21_close
